"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"UDMDFTPK","conferencePaper","2025","Kumarasinghe, E. M. H. K.; Liyanawaduge, N. N.; Kulatunga, A. K.; Seneviratne, A. M. N. D. B.; Darmawardana, M.","Transforming Computer Integrated Manufacturing Facility to Use as a Digital Twin Enabled Learning Factory","Lecture Notes in Mechanical Engineering","","21954356 (ISSN); 978-303193890-0 (ISBN)","10.1007/978-3-031-93891-7_97","https://www.scopus.com/pages/publications/105010141668?origin=resultslist","Digital Twin is currently getting wider momentum in many engineering disciplines. Manufacturing industry is one of the main sectors which could gain the benefit of DT through taking decisions real time or in advance before physical systems will be tested which will save many resources and production time thereby to promote sustainable manufacturing. Therefore, empowering future manufacturing and industrial engineering professionals with DT enabled manufacturing facilities is greatly beneficial. This paper presents a transformation of CIM facility as a learning factory to educate and to use as a research facility of DT enabled manufacturing system. More than 25 years old Mitsubishi CIM facility (RHM2, PNC300 and RVM2) is retrofitted incorporating the different sensory platforms to monitor real time activities of the Industrial robot arm, product quality inspection facility, mini-CNC center operations and conveyer system integrated through Siemens (S7–1200) PLC and software installations. The Digital platform is developed by Unity and DT is enabled by RS232 and TCP/IP communication protocols and RHM2, Mini-CNC and conveyor belt hardware software integration. By establishing DT facility through retrofitting the aged CIM system, enables DT enabled Learning Factory concept to be used for education and research with very lower investment and without moving into acquire new hardware’s (robot arms, conveyers, CNC teaching Units) which itself enhance the sustainability in Manufacturing engineering education. © The Author(s) 2025.","2025","2026-05-27 10:54:30","2026-05-27 10:54:30","","881–888","","","","","","","","","","","Springer Science and Business Media Deutschland GmbH","","English","","","","","","","","","E:\Zotero\storage\Z4DIYS33\Kumarasinghe et al. - 2025 - Transforming Computer Integrated Manufacturing Facility to Use as a Digital Twin Enabled Learning Fa.pdf","","Industry 4.0; Engineering education; Digital Twin; Industrial research; Computer software; Investments; Engineering disciplines; Engineering professionals; Digital twin; Learning factory; Real- time; Industrial robots; Robotic arms; Manufacturing industries; Physical systems; Sustainable manufacturing; Learning Factory; Computer integrated manufacturing; Computer Integrated manufacturing; Computer-integrated manufacturing; Manufacturing facility; Production time; Sustainable Manufacturing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LQ8B3L7G","journalArticle","2026","Kwateng, Francis; Leong, Wai Yie","Enhancing engineering learning through digital twin and IoT applications: Student engagement and industry alignment in the Ghanaian context","Eurasia Journal of Mathematics, Science and Technology Education","","13058215","10.29333/ejmste/17970","https://www.scopus.com/pages/publications/105030996629?origin=resultslist","This study examines the use of digital twin (DT) and Internet of things (IoT) technologies in Ghanaian engineering education to mitigate skill shortages and enhance workforce preparedness. In a quasi-experimental mixed-methods design with 158 students from six institutions, results showed that students with exposure to DT+IoT experienced substantial technical knowledge acquisition, practical skills, participation, and motivation related to control groups (as measured through standardized pre-/post-tests, project-based competency rubrics and validated Likert-scale survey instruments) Learning analytics (derived from system log data on task frequency, duration and error resolution) revealed sustained use of the platform and improved troubleshooting, whereas qualitative results (based on semi-structured interviews and focus group discussions) valued industry relevance and concerns such as connectivity, hardware slowdown, and varying programming experience. The findings single out DT+IoT potential to develop systems thinking, collaboration, and remote laboratory skills, with contextual enablers being faculty commitment and industry collaboration. Infrastructure, faculty capabilities, and curricular misalignment-based obstacles (identified through thematic analysis). Pedagogical and policy recommendations are integrating DT+IoT in courses and accreditation processes, infrastructure investment, and faculty capability building. DT+IoT is a viable pathway to transform engineering education in Ghana and similar contexts. © 2026 by the authors;","2026","2026-05-27 10:54:30","2026-05-27 10:54:30","","em2787","","3","22","","","","","","","","Modestum LTD","","English","","","","","","","","","E:\Zotero\storage\8UWE2X8V\Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind.pdf","","Internet of things; engineering education; learning analytics; TVET; Ghana; digital twin; skills development; mixed methods; technical competencies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZWFNABKK","journalArticle","2025","Li, Xin","Exploration of An Intelligent Teaching System for the Post-Lithium Battery Course Empowered by AI","Education Reform and Development,","","","10.26689/erd.v7i11.13103","https://app.dimensions.ai/details/publication/pub.1196215946","This study addresses critical challenges in Post-Lithium Battery Courses, including outdated knowledge, disconnection between theory and practice, and simplistic assessment methods. With AI assistance, we propose an intelligent teaching architecture based on a teaching/evaluation/feedback cycle. The system integrates dynamic knowledge graphs and adaptive learning engines to achieve personalized knowledge delivery, utilizes virtual simulation and digital twins to overcome practical training limitations, and employs a data-driven approach to establish a process-centered teaching-evaluation-feedback loop. Practical applications demonstrate its effectiveness in visualizing complex principles, simulating processes, and facilitating project-based innovation. The system significantly enhances students’ knowledge integration, engineering thinking, and problem-solving capabilities, providing new insights for curriculum reform under engineering education accreditation. The implementation results from a semester-long case study show a 27.3% improvement in knowledge mastery and a 42% increase in practical skills success rate, validating the system’s efficacy in bridging the theory-practice gap.","2025","2026-05-27 10:54:30","2026-05-27 10:54:30","","302–308","","11","7","","","","","","","","","","","","","","","","","","","E:\Zotero\storage\5LN2ZIJV\Li - 2025 - Exploration of An Intelligent Teaching System for the Post-Lithium Battery Course Empowered by AI.pdf","","AI; Teaching system; Intelligent teaching; Post-Lithium Battery Course","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44H5ZW4K","journalArticle","2020","Liljaniemi, Antti; Paavilainen, Heikki","Using Digital Twin Technology in Engineering Education – Course Concept to Explore Benefits and Barriers","Open Engineering","","23915439","10.1515/eng-2020-0040","https://www.scopus.com/pages/publications/85085576872?origin=resultslist","Digital Twin (DT) technology is an essential technology related to the Industry 4.0. In engineering education, it is important that the curricula are kept up-to-date. By adopting new digital technologies, such as DT, we can provide new knowledge for students, teachers, and companies. The main aim of this research was to create a course concept to research benefits and barriers of DT technology in engineering education. The research confirmed earlier findings concerning digitalization in engineering education. DT technology can increase motivation for studying and improve learning when applied correctly. © 2020 A. Liljaniemi and H. Paavilainen, published by De Gruyter.","2020","2026-05-27 10:54:30","2026-05-27 10:54:30","","377–385","","1","10","","","","","","","","De Gruyter","","English","","","","","","","","","E:\Zotero\storage\25MPMI8D\Liljaniemi y Paavilainen - 2020 - Using Digital Twin Technology in Engineering Education – Course Concept to Explore Benefits and Barr.pdf","","Industry 4.0; Digital Twin; Engineering Education; Virtual Learning Environment; Digital Shadow","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VQYX4C58","journalArticle","2025","Liljaniemi, Antti; Paavilainen, Heikki","Enhancing engineering education through immersive environments-a study of the Holodeck VR system in hydraulics and pneumatics","Cogent Education","","2331-186X","10.1080/2331186x.2025.2530900","https://www.scopus.com/pages/publications/105010846324?origin=resultslist","This study explores the integration of immersive technologies, virtual reality (VR) and digital twin (DT) technologies, into engineering education through a novel learning space, Holodeck. This study aims to improve student learning outcomes in a hydraulics and pneumatics course by addressing problems of increasing student numbers, decreasing resources, and calls for more interactive and experiential learning activities. Holodeck is a virtual environment and interactive laboratory where students explore complex systems, hone problem-solving abilities, and use theoretical knowledge in a very interactive and experiential way. The research adopted a multi-method approach with the incorporation of action research and statistical analysis to evaluate the impact of VR and DT on student behavior, motivation, and performance. The research encompassed 96 second-year mechanical engineering students, classified into two groups to compare users of Holodeck technology with those engaged in conventional laboratory environments. The findings indicate that the incorporation of immersive technology enhanced the students’ proficiency in recognizing pneumatic components and comprehending system diagrams. Concurrently, various technical challenges and developmental requirements were recognized. The article concludes with a reflection on future pedagogical practices and identifies key areas for further research, particularly the integration of VR and DT to create more dynamic and effective learning environments. © 2025 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","2025","2026-05-27 10:54:30","2026-05-27 10:54:30","","2530900","","1","12","","","","","","","","TAYLOR & FRANCIS LTD","","English","","","","","","","","","E:\Zotero\storage\UJCTSFAM\Liljaniemi y Paavilainen - 2025 - Enhancing engineering education through immersive environments-a study of the Holodeck VR system in.pdf","","Technology; Industry 4.0; Higher Education; Theories of Learning; Virtual reality; engineering education; virtual learning environment; digital twin; Continuing Professional Development; Adult Education and Lifelong Learning; General Engineering Education; Holodeck; Mechanical Engineering; Research Methods in Education; Systems and Control Engineering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TMH74BB2","journalArticle","2025","Lin, Tsung-Ching; Chiu, Cheng-Nan; Wang, Po-Tong; Fang, Li-Der","VisFactory: Adaptive Multimodal Digital Twin with Integrated Visual-Haptic-Auditory Analytics for Industry 4.0 Engineering Education","","","","10.3390/multimedia1010003","https://app.dimensions.ai/details/publication/pub.1191862877","Industry 4.0 has intensified the skills gap in industrial automation education, with graduates requiring extended on boarding periods and supplementary training investments averaging USD 11,500 per engineer. This paper introduces VisFactory, a multimedia learning system that extends the cognitive theory of multimedia learning by incorporating haptic feedback as a third processing channel alongside visual and auditory modalities. The system integrates a digital twin architecture with ultra-low latency synchronization (12.3 ms) across all sensory channels, a dynamic feedback orchestration algorithm that distributes information optimally across modalities, and a tripartite student model that continuously calibrates instruction parameters. We evaluated the system through a controlled experiment with 127 engineering students randomly assigned to experimental and control groups, with assessments conducted immediately and at three-month and six-month intervals. VisFactory significantly enhanced learning outcomes across multiple dimensions: 37% reduction in time to mastery (t(125) = 11.83, p < 0.001, d = 2.11), skill acquisition increased from 28% to 85% (ηp2=0.54), and 28% higher knowledge retention after six months. The multimodal approach demonstrated differential effectiveness across learning tasks, with haptic feedback providing the most significant benefit for procedural skills (52% error reduction) and visual–auditory integration proving most effective for conceptual understanding (49% improvement). The adaptive modality orchestration reduced cognitive load by 43% compared to unimodal interfaces. This research advances multimedia learning theory by validating tri-modal integration effectiveness and establishing quantitative benchmarks for sensory channel synchronization. The findings provide a theoretical framework and implementation guidelines for optimizing multimedia learning environments for complex skill development in technical domains.","2025","2026-05-27 10:54:30","2026-05-27 10:54:30","","3","","1","1","","","","","","","","","","","","","","","","","","","E:\Zotero\storage\FXFW9C6G\Lin et al. - 2025 - VisFactory Adaptive Multimodal Digital Twin with Integrated Visual-Haptic-Auditory Analytics for In.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2XBEESYC","journalArticle","2025","Lu, M.; Hu, Z.","Digital Twin-Enhanced Programming Education: An Empirical Study on Learning Engagement and Skill Acquisition","Computers","","2073431X","10.3390/computers14080322","https://www.scopus.com/pages/publications/105014408105?origin=resultslist","As an introductory core course in computer science and related fields, “Fundamentals of Programming” has always faced many challenges in stimulating students’ interest in learning and cultivating their practical coding abilities. The traditional teaching model often fails to effectively connect theoretical knowledge with practical applications, resulting in a low retention rate of students’ learning and a weak ability to solve practical problems. Digital twin (DT) technology offers a novel approach to addressing these challenges by creating dynamic, virtual replicas of physical systems with real-time, interactive capabilities. This study explores DT integration in programming teaching and its impact on learning engagement (behavioral, cognitive, emotional) and skill acquisition (syntax, algorithm design, debugging). A quasi-experimental design was employed to study 135 first-year undergraduate students, divided into an experimental group (n = 90) using a DT-based learning environment and a control group (n = 45) receiving traditional instruction. Quantitative data analysis was conducted on participation surveys, planning evaluations, and qualitative feedback. The results showed that, compared with the control group, the DT group exhibited a higher level of sustained participation (p < 0.01) and achieved better results in actual coding tasks (p < 0.05). Students with limited coding experience showed the most significant progress in algorithmic thinking. The findings highlight that digital twin technology significantly enhances engagement and skill acquisition in introductory programming, particularly benefiting novice learners through immersive, theory-aligned experiences. This study establishes a new paradigm for introductory programming education by addressing two critical gaps in digital twin applications: (1) differential effects on students with varying prior knowledge (engagement/skill acquisition) and (2) pedagogical mechanisms in conceptual visualization and authentic context creation. © 2025 by the authors.","2025","2026-05-27 10:54:31","2026-05-27 10:54:31","","322","","8","14","","","","","","","","Multidisciplinary Digital Publishing Institute (MDPI)","","English","","","","","","","","","E:\Zotero\storage\XFUE8GNM\Lu y Hu - 2025 - Digital Twin-Enhanced Programming Education An Empirical Study on Learning Engagement and Skill Acq.pdf","","Learning systems; Educational technology; educational technology; Students; Teaching; Engineering education; E-learning; Education computing; Real time systems; Computer aided instruction; Curricula; Programming education; Empirical studies; Control groups; Codes (symbols); Introductory programming; Mergers and acquisitions; Digital twin; Core course; Immersive; Computer systems programming; programming education; digital twin; Students' interests; Learning engagement; learning engagement; Skills acquisition; immersive education; skill acquisition; Immersive education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3FI8CZ85","journalArticle","2025","Machado, G.S.; Salgado, T.R.M.; Ayres, F.A.C.; Bessa, I.V.; Medeiros, R.L.P.; Lucena, V.F.","Automatic Correction System for Learning Activities in Remote-Access Laboratories in the Mechatronics Area","Applied Sciences (Switzerland)","","20763417","10.3390/app15052574","https://www.scopus.com/pages/publications/86000639525?origin=resultslist","In recent years, the educational field has evolved rapidly owing to the integration of several technologies, especially experiments in remote laboratories in the engineering area. Therefore, this article addresses the development of an innovation system for automatically correcting experiments in remote laboratories in mechatronics using digital twins, convolutional neural networks (CNNs), and generative artificial intelligence technologies. This system was designed to overcome the limitations of physical laboratories and teacher’s availability and assist in learning, enabling automatic acquisitions at any time. The digital twin captures data from the teacher’s and student’s experiments, allowing accurate comparisons to identify successes and errors. The application of CNNs serves to validate the results of the experiments through image analysis, whereas generative AI helps to identify patterns. The system was evaluated in a didactic plant, effectively correcting experiments with digital inputs and outputs. In addition, it provides students with detailed feedback on their performance, including specific errors and suggestions for improvement. With a three-layer architecture, i.e., experiments, didactics, and management, the system efficiently processes data from teachers and students, contributing to correcting experiments and optimizing teaching in remote environments. © 2025 by the authors.","2025","2026-05-27 10:54:31","2026-05-27 10:54:31","","2574","","5","15","","","","","","","","Multidisciplinary Digital Publishing Institute (MDPI)","","English","","","","","","","","","E:\Zotero\storage\32AUSZK5\Machado et al. - 2025 - Automatic Correction System for Learning Activities in Remote-Access Laboratories in the Mechatronic.pdf","","Convolutional neural network; Convolutional neural networks; Educational technology; Students; Teaching; Engineering education; Teachers'; Multilayer neural networks; Generative artificial intelligence; Distant learning; Error correction; Learning Activity; Generative adversarial networks; generative artificial intelligence (AI); Automatic corrections; digital twins; convolutional neural networks (CNNs); Remote laboratories; remote laboratories; Distant learning experiment; Mechatronics laboratory; automatic correction; distant learning experiments; mechatronic laboratories","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ZV8INI7","conferencePaper","2023","Morris, J.; Wagner, J.R.","Application of Extracurricular Course Teaching Product Lifecycle Management Concepts to Undergraduates","ASEE Annual Conference and Exposition, Conference Proceedings","","21535965","","https://www.scopus.com/pages/publications/85172155593?origin=resultslist","Extended, project-based activities are critical for preparing undergraduate students for roles in modern industry yet are often difficult to provide through traditional curricula. This practice paper describes the objectives and functions of a student-centric research endeavor within the Clemson University Creative Inquiry framework that provides guided instruction and extracurricular experiences on product lifecycle management (PLM). The course objective is to develop a digital twin for a scaled, tracked, robotic vehicle while introducing participants to PLM topics and tools. Due to its breadth, this project incorporates activities such as collaborative design and project management, while providing hands on experiences with computer aided (CAx) tools, organizational documentation, and additive manufacturing. Relatedly, students are empowered to explore PLM topics of individual interest, gaining insight into the digitalization of STEM fields. Observed challenges include participant turnover and maintaining the relevancy of the project through strategic updates. The course showcases the value of extracurricular projects in preparing undergraduate students for successful roles in industry. © American Society for Engineering Education, 2023.","2023","2026-05-27 10:54:31","2026-05-27 10:54:31","","","","","","","","","","","","","American Society for Engineering Education","","English","","","","","","","","","E:\Zotero\storage\REUN2Q8G\Morris y Wagner - 2023 - Application of Extracurricular Course Teaching Product Lifecycle Management Concepts to Undergraduat.pdf","","Students; Engineering education; Creatives; Undergraduate students; Life cycle; Project-based; Project management; Collaborative design; Course teachings; Course objectives; Product life cycle management; Clemson University; Collaborative programs; Robotic vehicles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6SLCII6M","journalArticle","2022","Mourtzis, D.; Panopoulos, N.; Angelopoulos, J.","A hybrid teaching factory model towards personalized education 4.0","International Journal of Computer Integrated Manufacturing","","0951192X","10.1080/0951192x.2022.2145025","https://www.scopus.com/pages/publications/85143275658?origin=resultslist","Hybrid classrooms have become more and more common during the pandemic. Digital technologies have accelerated the transition into the university of the future. Digital Twins technology, one of the trending technologies related to Industry 4.0, helps faculty to create simulation models based on course requirements. Universities are still facing the challenging issue to offer high quality learning opportunities without risking participants’ health. Towards that end, the current study presents a Hybrid Model under the Teaching Factory framework concept that has been successfully implemented and validated. In four hybrid case studies, Engineering students guided remotely laboratory personnel towards a successful manufacture and assembly of a customized projects assignments as well as completed training webinars in the field of Maintenance and Computer Aided Manufacturing (CAM). The results show that pedagogical dimensions were extended. Besides technology, innovative pedagogy, and learning environments, this study added two constructs: sustained support and cyber safety. Collaboration is required at different levels; meanwhile, cyber safety is highlighted to ensure healthy digital learning environments. © 2022 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","2022","2026-05-27 10:54:31","2026-05-27 10:54:31","","1739–1759","","12","36","","","","","","","","Taylor and Francis Ltd.","","English","","","","","","","","","E:\Zotero\storage\5BPGNLMY\Mourtzis et al. - 2022 - A hybrid teaching factory model towards personalized education 4.0.pdf","","Engineering education; Personnel training; Education computing; Computer aided instruction; Manufacture; High quality; Digital technologies; Model-based OPC; Course requirements; Safety engineering; Simulation model; Hybrid teaching; Quality learning; Cyber-safety; Personalized perception; Personalized Perception; Phygital education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z3CB6MW8","conferencePaper","2018","Nikolaev, S.; Gusev, M.; Padalitsa, D.; Mozhenkov, E.; Mishin, S.; Uzhinsky, I.","Implementation of “digital twin” concept for modern project-based engineering education","IFIP Advances in Information and Communication Technology","","18684238 (ISSN); 978-303001613-5 (ISBN)","10.1007/978-3-030-01614-2_18","https://www.scopus.com/pages/publications/85058537175?origin=resultslist","The main focus of this work is simulation-driven product development methodology for MSc students’ education. The educational process is built around real product development process; small Unmanned Aerial Vehicle is used as a case-study. The bunch of simulation and optimization tools (NX CAD, Simcenter 3D, LMS System Synthesis, LMS Amesim, ANSYS, STAR-CCM) is used in the educational process for creating so-called “digital twin” of a real product and to achieve the continuity and transparency of the development process. Product Lifecycle Management (PLM) system is used to manage requirements, changes and integrate all simulation results. The global trend in engineering education is in the transition from the training of narrowly specialized engineers for high-tech industries. In the new reality, the industry needs specialists with broad knowledge and system thinking, which are able to solve problems that require cross-disciplinary expertise. These specialists should be able to use the most advanced methods and tools of numerical simulation, optimization, product lifecycle management, configuration management, advanced manufacturing techniques. The aim is to enhance the classical methodology for systems engineering with a digital environment in order to develop an MSc level courses teaching latest practices for innovative product design based on real case problems. A modeling of the system to be developed enables the comprehensive analysis and its quantitative assessment. Such approach demonstrates both a thorough investigation of a problem and quantitative estimation of the system’s efficiency. © IFIP International Federation for Information Processing 2018.","2018","2026-05-27 10:54:31","2026-05-27 10:54:31","","193–203","","","540","","","","","","","","Springer New York LLC","","English","","","","","","","","","E:\Zotero\storage\MWDPBLLW\Nikolaev et al. - 2018 - Implementation of “digital twin” concept for modern project-based engineering education.pdf","","Engineering education; E-learning; Personnel training; Curricula; Computer aided design; Problem solving; Learning-by-doing; Life cycle; Product design; Project-based; Antennas; Numerical methods; Product development; Project-based education; Learning by doing; Product life cycle management; Innovative product design; Product development process; Product lifecycle management systems; Simulation and optimization; Simulation-driven product development; Small unmanned aerial vehicles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4TBGS9I4","journalArticle","2024","Ning, Guangli; Luo, Haidan; Yin, Wei; Zhang, Yin","Exploration of the Application and Practice of Digital Twin Technology in Teaching Driven by Smart City Construction.","Sustainability (Switzerland)","","2071-1050","10.3390/su162310312","https://www.scopus.com/pages/publications/85211795450?origin=resultslist","Traditional engineering education cannot effectively respond to the demand for talents in the construction of smart cities. The application of digital twin technology in education is mostly based on case studies and lacks empirical tests. This study takes the practical teaching of a project-based course on smart city parks as an example to explore the action intention of graduate students to use digital twin technology consistently, and to provide a theoretical basis and teaching practice guidance to promote the rational application of digital twin technology in engineering education. This study set up a quasi-experimental design through the digital twin learning system, grouping 24 graduate students with 4 faculty members. The experimental group is digital twin-assisted practical teaching, and the control group is traditional teaching method, the experimental cycle is 12 weeks, and the total lesson time is 24 h. Secondly, combined with UTAUT2 model and TTF theory, the variable factor hypothesis was adopted as the scale design means, and the experimental validity was improved through questionnaire data analysis. Meanwhile, the influencing factors in the use of digital twin platform were recorded in detail through the process of data collection, data processing and modeling, as well as the application practice of digital twin platform. Finally, the results of the comprehensive survey data show that the graduate students in the experimental group are significantly better than the control group in terms of self-confidence, skill enhancement, learning outcomes, and learning experience. All these results provide information for course teaching practice, training professional teaching teams, optimizing innovative teaching paths, and promoting the cultivation and delivery of smart city technology talents. © 2024 by the authors.","2024","2026-05-27 10:54:31","2026-05-27 10:54:31","","10312","","23","16","","","","","","","","MDPI","","English","","","","","","","","","E:\Zotero\storage\7P8ZQQGU\Ning et al. - 2024 - Exploration of the Application and Practice of Digital Twin Technology in Teaching Driven by Smart C.pdf","","education; Educational technology; teaching; student; engineering education; Smart cities; curriculum; smart city; Digital learning; exploration; talent cultivation; digital twin technology; project-based curriculum practice; Smart parking systems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GWDAFMH7","journalArticle","2025","Norambuena, Nicolás; Ortega, Julio; Rivera, Felipe Muñoz-La; Covarrubias, Mario; Rivera, José Luis Valín; Ramírez, Emanuel; Ketterer, Cristóbal Ignacio Galleguillos","Integrating Digital Twins of Engineering Labs into Multi-User Virtual Reality Environments.","Applied Sciences (Switzerland)","","2076-3417","10.3390/app15073819","https://www.scopus.com/pages/publications/105002279684?origin=resultslist","This study presents a multi-user virtual reality (VR) tool designed to enhance hands-on learning in engineering education through real-time sensorized digital twins. The motivation stems from the limitations of traditional laboratory settings, such as time constraints and restricted access to physical equipment, which can hinder practical learning. The developed environment allows multiple students, wearing VR headsets, to interact simultaneously with a real-time synchronized virtual model of an engine, replicating its physical counterpart at the Mechanical Engineering Laboratory of the Pontificia Universidad Católica de Valparaíso, Chile. This novel integration of VR and digital twin technology offers students a unique opportunity to observe engine behavior in operation within a safe, controlled virtual space. By bridging theoretical knowledge with practical experience, this approach deepens understanding of complex mechanical concepts while fostering the development of key technical skills. Additionally, the use of real-time data visualization and digital twins provides a safer, more interactive, and efficient alternative to traditional laboratory practices, overcoming constraints like time limitations and equipment availability. This innovative method introduces students to Industry 4.0 principles, encouraging data-driven analysis and informed decision making. © 2025 by the authors.","2025","2026-05-27 10:54:31","2026-05-27 10:54:31","","3819","","7","15","","","","","","","","MDPI","","English","","","","","","","","","E:\Zotero\storage\UGAUT9HY\Norambuena et al. - 2025 - Integrating Digital Twins of Engineering Labs into Multi-User Virtual Reality Environments..pdf","","education; Students; IoT; Industry 4.0; engineering education; Behavioral research; virtual reality; Learning in engineering; Hands-on learning; Virtual environments; Digital twin; Real- time; Time constraints; Virtual-reality environment; Multiusers; digital twins; Testing Laboratories; Engineering laboratories; engineering and life sciences; Research and development in the physical; Shared virtual environments; combustion-less engine; Real time sensing; real-time sensing; Virtual reality tools","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TBVDXJH6","journalArticle","2025","Ortiz, Jessica S.; Quishpe, Evelin K.; Sailema, Grace X.; Guamán, Nathaly S.","Digital Twin-Based Active Learning for Industrial Process Control and Supervision in Industry 4.0.","Sensors (14248220)","","1424-8220","10.3390/s25072076","https://www.scopus.com/pages/publications/105002247923?origin=resultslist","The integration of Digital Twin technology into active learning environments has been established as an innovative strategy to optimize engineering education. This study focuses on the development and evaluation of a learning tool based on Digital Twin technology, enabling interaction and communication between a physical teaching module and a virtualized environment representing the industrial cocoa production process. The system was operated by students using an S7-1200 PLC and an HMI interface developed in WinCC, facilitating real-time process monitoring and control via IoT. To assess its impact, an experimental design was implemented, comparing a pre-test using conventional teaching modules with a post-test incorporating Digital Twin technology. The results indicate a significant improvement in students’ accuracy and efficiency, with a 38% reduction in task execution time. This improvement is attributed to the system’s immersive and interactive capabilities, which allow for the simulation of actuator and sensor behavior under real-world conditions. These findings highlight the potential of Digital Twins not only as educational tools but also as valuable assets for industrial process optimization in the cocoa sector, aligning with Industry 4.0 principles. © 2025 by the authors.","2025","2026-05-27 10:54:31","2026-05-27 10:54:31","","2076","","7","25","","","","","","","","MDPI","","English","","","","","","","","","E:\Zotero\storage\XETZIISV\Ortiz et al. - 2025 - Digital Twin-Based Active Learning for Industrial Process Control and Supervision in Industry 4.0..pdf","","active learning; Students; Industry 4.0; Engineering education; article; learning; simulation; Virtualization; Digital Twin; Learning tool; learning environment; experimental design; and Logistics Consulting Services; Physical Distribution; Process; Real-time control; sensor; process optimization; and Controlling Industrial Process Variables; Displaying; Industrial Process Furnace and Oven Manufacturing; Instruments and Related Products Manufacturing for Measuring; Manufacturing processes; Production process; Process control systems; Innovative strategies; process control; process monitoring; Teaching module; educational tool; Active learning environment; Industrial process control; Process supervision; Real-time process control; virtualized environment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
