key;Author;Title;Year;Abstract;Keywords;Author_Keywords;Index_Keywords;DigitalTwin_found;EngineeringEducation_found;stage1_decision;stage1_assessment_level;stage1_next_action;stage1_automatic_exclusion;stage1_automatic_exclusion_reason;stage1_rescued_blocks;stage1_justification;stage1_matched_title;stage1_matched_abstract;stage1_matched_author_kw;stage1_matched_index_kw;stage1_missing_blocks;stage2_decision;stage2_score;stage2_consensus;stage2_rationale;stage2_reviewer1_decision;stage2_reviewer1_score;stage2_reviewer1_criterion;stage2_reviewer1_evidence;stage2_reviewer1_justification;stage2_reviewer2_decision;stage2_reviewer2_score;stage2_reviewer2_criterion;stage2_reviewer2_evidence;stage2_reviewer2_justification;stage2_reviewer3_decision;stage2_reviewer3_score;stage2_reviewer3_criterion;stage2_reviewer3_evidence;stage2_reviewer3_justification;stage2_reviewer4_decision;stage2_reviewer4_score;stage2_reviewer4_criterion;stage2_reviewer4_evidence;stage2_reviewer4_justification;stage1_pass;included_in_review;screening_final;estadoFinal
Chacon2021;"Chacón, Rolando; Estela, M. Rosa";STEAM activities for civil engineering curricula. from Calculus to Digital Twins;2021;This full paper describes a set of pedagogical activities designed for students of all academic years in civil engineering programs. The pedagogical project has a twofold aim: i) exposing civil engineering students to Construction 4.0-related technologies and ii) fostering motivation and creativity among students by including STEAM by-design. In this paper, a set of STEAM activities designed for selected courses of this new degree in Civil Engineering Technologies is described. These activities are designed for the sake of promoting Construction 4.0-related skills to broad audiences in civil engineering by means of a learning pathway. This pathway is conceived using several branches of Construction 4.0. Namely, Industrial Production, Cyber-Physical Systems and Digital Technologies. All activities are designed using accessible and affordable Hardware and Software for scalability purposes. The selection includes a broad range of topics that are routinely taught in all academic years (1st to 4th) of the new degree. © 2021 IEEE.;"Civil Engineering; Construction 4.0; STEAM; Calculations; Embedded systems; Engineering education; Students; Civil engineering curriculum; Civil engineering programs; Civil engineering students; Civil engineering technology; Digital technologies; Hardware and software; Industrial production; Learnin";"Civil Engineering; Construction 4.0; STEAM; Calculations; Embedded systems; Engineering education; Students; Civil engineering curriculum; Civil engineering programs; Civil engineering students; Civil";"Civil Engineering; Construction 4.0; STEAM; Calculations; Embedded systems; Engineering education; Students; Civil engineering curriculum; Civil engineering programs; Civil engineering students; Civil";1;1;INCLUDE;rescate_keywords;semantic_review;0;;;All conceptual blocks present;digital twin*;;"digital twin*; engineering education";"digital twin*; engineering education";;uncertain_human_review;0.4333;moderator_uncertain;Moderator confirmed uncertain after 3-reviewer disagreement: The abstract describes pedagogical activities but does not report empirical data, evaluation, or learning outcomes, making it unclear whether IC3 is met. Additionally, the Digital Twin construct is no;uncertain;0.5;IC3;This full paper describes a set of pedagogical activities;The abstract describes pedagogical activities for civil engineering curricula that mention Digital Twins as a technology, but does not report empirical data, evaluation, or learning outcomes. The Digital Twin construct is not elaborated with evidence;uncertain;0.5;IC3;Digital twin;The abstract describes pedagogical activities for civil engineering curricula but does not mention any empirical evaluation, data collection, or learning outcomes, making it unclear whether it meets IC3 (empirical study). Additionally, while 'Digital;exclude;0.3;IC3;This full paper describes a set of pedagogical activities designed for students;The abstract describes the design of pedagogical activities without reporting any empirical data, evaluation, or learning outcomes, failing IC3. Additionally, the Digital Twin construct is not central or implemented as per the definition (no bidirect;uncertain;0.5;IC3;;The abstract describes pedagogical activities but does not report empirical data, evaluation, or learning outcomes, making it unclear whether IC3 is met. Additionally, the Digital Twin construct is not elaborated with bidirectional coupling. Per prot;1;0;UNCERTAIN_HUMAN_REVIEW;EXCLUDE
Claesson2020;"Claesson, Lena; Kans, Mirka; Håkansson, Lars; Nilsson, Kristian";STEM Education on Equal Terms Through the Flipped Laboratory Approach;2020;The educational phenomena studied in this paper is remote-controlled physical laboratory environments and their applicability in upper secondary school physics education. In order to gain a better understanding of the situation and needs regarding laboratory activities in the upper secondary school, eight physics teachers were interviewed at six different schools. This revealed that the resources for laboratory activities vary between schools and may be inconsistent with the Swedish National Agency for Education curriculum. Furthermore, 165 upper secondary school students answered a questionnaire survey regarding subject preferences, program choices, views on technology and self-ability, and approach to technology and technology-related situations. The acquired knowledge provides a basis concerning the needs and conditions of teaching and learning within the subject of physics. This new knowledge motivates the development of the Flipped laboratory concept that is introduced in this paper, based on remote-controlled physical laboratories, for upper secondary school.;;;;0;1;exclude;vacio_conceptual;discard;1;vacio_conceptual;;Excluido: falta bloque conceptual 'DigitalTwin' en titulo, resumen y keywords.;STEM education;;;;DigitalTwin;;;;;;;;;;;;;;;;;;;;;;;;;0;0;EXCLUDE;EXCLUDE
Chu2026;Chu, L.;Stochastic Finite Element Modeling in Electronic Packaging;2026;An expert integration of digital twin technology and advanced simulation methods for the design and optimization of electronic packaging systems In Stochastic Finite Element Modeling in Electronic Packaging, distinguished researcher Liu Chu delivers an expert discussion of the latest advanced numerical methods and modeling techniques specific to electronic packaging. The book supplements its explanations with original MATLAB and ANSYS (APDL) code that can be applied immediately. It also includes robust examples that draw on a comprehensive description of the mechanics of electronic packaging modeling. Chu explains the fundamentals of modeling logic and concepts in an accessible way that is ideal for beginners to the topic. She demonstrates practical guides and benchmarks that will assist readers in the testing, measurement, and modeling of their own materials. Readers will also find: A thorough introduction to a modeling approach that focuses on digital twins and big data applications, including Monte Carlo Sampling Comprehensive explorations of benchmarks, testing, measurement, and modeling Practical discussions of theoretical finite element models in electronic packaging Complete treatments of the fundamentals of modeling logic and concepts Perfect for undergraduate and graduate students in electrical engineering and computer science, Stochastic Finite Element Modeling in Electronic Packaging will also benefit practicing electronic design engineers and academic researchers with an interest in electronic packaging and materials science. © 2026 by The Institute of Electrical and Electronics Engineers, Inc. All rights reserved.;"Big data; Computer circuits; Digital twin; Engineering education; MATLAB; Packaging; Packaging materials; Stochastic models; Students; Advanced simulation; Design and optimization; Electronic Packaging; Element models; Measurements and modeling; Model logic; Modeling concepts; Modelling techniques; ";"Big data; Computer circuits; Digital twin; Engineering education; MATLAB; Packaging; Packaging materials; Stochastic models; Students; Advanced simulation; Design and optimization; Electronic Packagin";"Big data; Computer circuits; Digital twin; Engineering education; MATLAB; Packaging; Packaging materials; Stochastic models; Students; Advanced simulation; Design and optimization; Electronic Packagin";1;1;INCLUDE;rescate_keywords;semantic_review;0;;;All conceptual blocks present;;digital twin*;"digital twin*; engineering education";"digital twin*; engineering education";;excluded;0.5667;unanimous;Unanimous exclude: 3/3 reviewers agreed (avg score: 0.57);exclude;1;UA1;The book supplements its explanations with original MATLAB and ANSYS (APDL) code;Document type is a book, not an empirical journal article or full conference paper, as per UA1 ineligible document types.;exclude;0.7;UA1;This book;The abstract describes a book, which is an ineligible document type per DOCUMENT_RULE (UA1). Books are not empirical journal articles, full conference papers, or early-access empirical articles.;exclude;0;UA1;Stochastic Finite Element Modeling in Electronic Packaging;The title and abstract describe a book on stochastic finite element modeling and digital twin technology for electronic packaging, not an empirical study. The abstract mentions 'Perfect for undergraduate and graduate students' as a target audience, b;;;;;;1;0;EXCLUDE;EXCLUDE
Ren2021;"Ren, Z.; Wan, J.";Strengthening Digital Twin Applications based on Machine Learning for Complex Equipment;2021;Digital twin technology and machine learning are emerging technologies in recent years. Through digital twin technology, it is virtually possible to virtualize a product, process or service and the information interaction and co-evolution between physical and information world. Machine Learning (ML) can improve the cognitive, reasoning and decision-making abilities of the digital twin through knowledge extraction. The full life cycle management of complex equipment is considered the key to the intelligent transformation and upgrading of the modern manufacturing industry. The application of the above two technologies in the full life cycle management of complex equipment is going to make each stage of the life cycle more responsive, predictable and adaptable. In this study, we have proposed a full life cycle digital twin architecture for complex equipment. We have described four specific scenarios in which two typical machine learning algorithms based on deep reinforcement learning are applied which are further used to enhance digital twin in various stages of complex equipment. At the end of this study, we have summarized the application advantages of the combination of digital twin and machine learning while addressing future research direction in this domain. © 2021 EDAA.;"complex equipment; deep reinforcement learning; digital twin; full life cycle management; Decision making; Deep learning; E-learning; Engineering education; Learning systems; Life cycle; Reinforcement learning; Emerging technologies; Future research directions; Information interaction; Intelligent t";"complex equipment; deep reinforcement learning; digital twin; full life cycle management; Decision making; Deep learning; Digital twin; E-learning; Engineering education; Learning systems; Life cycle;";"complex equipment; deep reinforcement learning; digital twin; full life cycle management; Decision making; Deep learning; E-learning; Engineering education; Learning systems; Life cycle; Reinforcement";1;1;INCLUDE;rescate_keywords;semantic_review;0;;;All conceptual blocks present;digital twin*;digital twin*;"digital twin*; engineering education";"digital twin*; engineering education";;excluded;1;unanimous;Unanimous exclude: 3/3 reviewers agreed (avg score: 1.00);exclude;1;EC2;full life cycle management of complex equipment is considered the key to the intelligent transformation and upgrading of the modern manufacturing industry;The abstract explicitly focuses on industrial/operational use of digital twin for complex equipment life cycle management, with no educational component or empirical study in higher education. The mention of 'engineering education' in keywords is not;exclude;1;EC5;The full life cycle management of complex equipment is considered the key to the intelligent transformation and upgrading of the modern manufacturing industry.;The abstract describes a digital twin architecture for complex equipment in manufacturing, with no mention of educational application or empirical study in higher education. Purely technical architecture with no educational component per EC5.;exclude;1;EC2;full life cycle management of complex equipment;The abstract explicitly confines the Digital Twin to an industrial/operational use (full life cycle management of complex equipment) with no educational component. Keywords include 'Engineering education' but the abstract itself does not describe any;;;;;;1;0;EXCLUDE;EXCLUDE
Dobiasova2025;"Dobiášová, Monika; Hlubučková, Andrea; Valášek, Petr";Stress Factors Among Technical Educators: Shared and Specific Challenges in Teaching Practice;2025;Technical educators in vocational-technical schools and universities encounter a broad spectrum of stressors similar to those faced by teachers in other disciplines, including administrative overload, student behavioral issues, and cyberbullying. However, they also face additional, discipline-specific challenges, such as heightened safety risks associated with hands-on technical training, rapid technological advancements requiring continuous upskilling, and the pressure to bridge the gap between industry demands and educational curricula. These compounded stressors contribute to emotional exhaustion, reduced job satisfaction, and increased burnout rates. This study critically examines evidence-based interventions designed to mitigate these challenges, drawing from international programs such as CARE and RULER, alongside technological solutions like stress-monitoring applications and virtual reality training. The findings emphasize the need for targeted strategies, including streamlined administrative processes, enhanced teacher preparation, cyberbullying prevention initiatives, and robust peer support networks. By implementing these measures, educational institutions can not only enhance teacher well-being and professional resilience but also strengthen the overall quality and sustainability of technical education.;;;;0;1;exclude;vacio_conceptual;discard;1;vacio_conceptual;;Excluido: falta bloque conceptual 'DigitalTwin' en titulo, resumen y keywords.;;technical education;;;DigitalTwin;;;;;;;;;;;;;;;;;;;;;;;;;0;0;EXCLUDE;EXCLUDE
Damgrave2019;"Damgrave, R.G.J.; Lutters, E.";Student driven learning in Synthetic Environments;2019;113 master students of multiple engineering study backgrounds were challenged to develop solutions for the Fraunhofer Project Center at the University of Twente (FPC@UT). In 20 groups the students had to develop a synthetic environment to monitor, manage and control a pilot plant or virtual factory. The assignment was carried out in the context of the study Industrial Design Engineering, in the course ‘Virtual Reality’. During the course the students had to provide a strategic, yet concrete proposal and demonstrator on how to realize a solution using virtual and augmented reality technology and to find balance between generic tools and specific applications. The students had the Virtual Reality Lab and Smart Industry Lab to their disposal during this 10 week, 5 ECTS, course. Based on a brief introduction by the FPC@UT the students had to set their own goals and deliverables and convince the client that their envisaged solution would be beneficial. The course is based on student driven learning, in combination with project led education. This resulted in a situation where the students were in charge of their education and had to decide for themselves which knowledge and feedback they would need in order to achieve their deliverables. Eventually the resulted solutions could be used by FPC@UT to further integrate in their (future) clients. © 2019 The Authors. Published by Elsevier B.V.;"Digital twin; Engineering education; Virtual factory; Virtual Reality; Augmented reality; Curricula; Pilot plants; Product design; Fraunhofer; Generic tools; Industrial design engineerings; Master students; Synthetic environments; University of Twente; Virtual and augmented reality; Students";"Digital twin; Engineering education; Virtual factory; Virtual Reality; Augmented reality; Curricula; Digital twin; Engineering education; Pilot plants; Product design; Virtual reality; Fraunhofer; Gen";"Digital twin; Engineering education; Virtual factory; Virtual Reality; Augmented reality; Curricula; Pilot plants; Product design; Fraunhofer; Generic tools; Industrial design engineerings; Master stu";1;1;INCLUDE;rescate_keywords;semantic_review;0;;;All conceptual blocks present;;;"digital twin*; engineering education";"digital twin*; engineering education";;uncertain_human_review;0.5333;moderator_uncertain;"Moderator confirmed uncertain after 3-reviewer disagreement: The abstract describes a higher-education engineering course using VR/AR synthetic environments, but does not confirm bidirectional coupling characteristic of a Digital Twin; the term 'Digital twin' a";uncertain;0.5;unclear;Digital twin;"The abstract describes a higher-education engineering course using VR/AR synthetic environments, but does not confirm a bidirectional digital twin as defined; empirical evaluation is not explicitly reported. Construct and evidence axes are uncertain.";uncertain;0.6;IC2;Digital twin;"Abstract describes VR/AR synthetic environment for monitoring pilot plant/virtual factory; bidirectional coupling not confirmed; keyword 'Digital twin' present but construct ambiguous.";uncertain;0.5;IC2;;The abstract describes a course where master students develop synthetic environments using VR/AR technology. The term 'digital twin' appears only in keywords and is not elaborated in the abstract. The construct of a Digital Twin with bidirectional co;uncertain;0.55;IC2;Digital twin;"The abstract describes a higher-education engineering course using VR/AR synthetic environments, but does not confirm bidirectional coupling characteristic of a Digital Twin; the term 'Digital twin' appears only in keywords without elaboration. Empir";1;0;UNCERTAIN_HUMAN_REVIEW;EXCLUDE
Littell2025;"Littell, N.; Chesser, K.; Klamfoth, B.W.";Student Explorations in Animatronics to Demonstrate Digital Twins and Digital Threads;2025;The concept of digital twins and digital threads as a modern strategy of manufacturing execution can be an abstract concept for some students. In this paper, the authors will describe how they are using an approachable demonstration of digital twins and digital threads using both commercial and open-source animatronics to showcase how a digital twin can be developed to mirror a cyber-physical system. Additionally, the instructors will show how a digital thread can be established between the physical system and the digital environment to control the physical system in real time from the virtual environment. This paper is intended to orient the audience toward these solutions as a starting point for discussions and lab activities with their students on how they can use similar strategies to design and implement cyber-physical systems for industrial applications. © American Society for Engineering Education, 2025.;"Cyber Physical System; Education computing; Engineering education; Open systems; Students; Virtual reality; Abstract concept; Animatronics; Commercial sources; Cybe-physical systems; Cyber-physical systems; Digital environment; Manufacturing execution; Open-source; Real- time; Embedded systems";"Cyber Physical System; Education computing; Engineering education; Open systems; Students; Virtual reality; Abstract concept; Animatronics; Commercial sources; Cybe-physical systems; Cyber-physical sy";"Cyber Physical System; Education computing; Engineering education; Open systems; Students; Virtual reality; Abstract concept; Animatronics; Commercial sources; Cybe-physical systems; Cyber-physical sy";1;1;INCLUDE;coincidencia_total;semantic_review;0;;;All conceptual blocks present;digital twin*;"digital twin*; engineering education";engineering education;engineering education;;excluded;0.7667;moderator_resolved_exclude;Moderator-resolved (after 3-reviewer disagreement): The abstract explicitly states the paper is a descriptive demonstration/orientation, not an empirical study with data, evaluation, or learning outcomes, failing the empirical evidence criterion (IC3).;uncertain;0.5;IC3;lab activities with their students;The abstract describes a digital twin demonstration with real-time control for educational purposes (engineering education), satisfying construct and context. However, it does not report any empirical data, evaluation, or learning outcomes, leaving t;exclude;0.9;IC3;This paper is intended to orient the audience toward these solutions as a starting point for discussions and lab activities;The abstract describes a demonstration of digital twins and digital threads for educational purposes but does not report any empirical data, evaluation, or learning outcomes. It explicitly states the paper is intended to orient the audience, not to p;exclude;0.9;EC5;the authors will describe how they are using an approachable demonstration;The abstract describes a demonstration of digital twins and digital threads but does not present any empirical data, evaluation, or learning outcomes. It is a descriptive paper intended to orient the audience, lacking the evidence required for inclus;exclude;0.95;IC3;This paper is intended to orient the audience toward these solutions as a starting point for discussions and lab activities with their students;The abstract explicitly states the paper is a descriptive demonstration/orientation, not an empirical study with data, evaluation, or learning outcomes, failing the empirical evidence criterion (IC3). Agree with Reviewers 2 and 3 that this warrants e;1;0;EXCLUDE;EXCLUDE
Cheng2024;"Cheng, H.; Liu, Y.; Zhang, L.; Wang, K.; Lu, H.";Study on military metaverse and applications;2024;With the rapid advancement of metaverse technology, the military field has gradually begun to pay attention to the potential applications of metaverse technology. The military metaverse is a new and comprehensive military ecosystem that integrates the virtual world and the real world, unlocking new possibilities in areas such as military training, education, exercises, combat support, and equipment research and development. This paper analyzes the concept and connotation of the military metaverse and presents its main features and key technologies, as well as the role it plays in the military field. Furthermore, it proposes the primary application scenarios of the military metaverse and provides an application architecture. Finally, the paper offers a forward-looking perspective on the future development of military metaverse. © 2024 World Scientific Publishing Company.;"digital twin; equipment research and development; Military metaverse; military training; war game; E-learning; Engineering education; Virtual reality; Combat support; Metaverses; Military fields; Real-world; Research and development; Virtual worlds; Military applications";"digital twin; equipment research and development; Military metaverse; military training; war game; E-learning; Engineering education; Virtual reality; Combat support; Equipment research and developmen";"digital twin; equipment research and development; Military metaverse; military training; war game; E-learning; Engineering education; Virtual reality; Combat support; Metaverses; Military fields; Real";1;1;INCLUDE;rescate_keywords;semantic_review;0;;;All conceptual blocks present;;;"digital twin*; engineering education";"digital twin*; engineering education";;excluded;0.6;unanimous;Unanimous exclude: 3/3 reviewers agreed (avg score: 0.60);exclude;0;EC3;"military metaverse; military training, education, exercises, combat support, and equipment research and development";The abstract explicitly places the study in a military context, not higher education or university-level engineering/STEM. The educational mention refers to military training, not higher education. Therefore, it fails inclusion criterion IC1 (higher-;exclude;0.9;IC3;This paper analyzes the concept and connotation of the military metaverse and presents its main features and key technologies, as well as the role it plays in the military field.;The abstract describes a conceptual analysis of the military metaverse, not an empirical study reporting qualitative, quantitative or mixed evidence. No learning outcomes, usage data, or evaluation are mentioned. The setting is military rather than h;exclude;0.9;IC1;military metaverse;The abstract focuses on military metaverse applications, not on higher-education engineering or STEM settings. The mention of 'E-learning' and 'Engineering education' in keywords is not substantiated in the abstract, and the study does not present an;;;;;;1;0;EXCLUDE;EXCLUDE
Wei2024b;"Wei, Yongli; Hu, Tianliang; Yue, Pengjun; Luo, Weichao; Ma, Songhua";Study on the construction theory of digital twin mechanism model for mechatronics equipment.;2024;The digital twin (DT) technology is currently considered a key technology for the digital representation of real-world systems. The application of DT technology in smart manufacturing can provide accurate model support for the analysis of mechatronic equipment applications based on model simulations. However, for such a mechanics-electric-hydraulic-control coupled complex system of mechatronics equipment, how to quickly and effectively construct its consistent multi-domain DT mechanism model has become the biggest obstacle to the wide application of DT technology in this field. Therefore, based on the synthesis of existing model construction methods for mechatronics equipment, this paper proposes multi-domain, multi-level, parametric, and consistent mechatronics equipment DT mechanism model construction guidelines. Based on the proposed model construction guidelines, a DT mechanism model construction process for mechatronics equipment is given. Finally, a consistent multi-domain DT me;"Numerical control of machine tools; Digital twin; Automation; Computer simulation; Digital technology; Mechatronics";"Numerical control of machine tools; Digital twin; Automation; Computer simulation; Digital technology; Mechatronics";"Numerical control of machine tools; Digital twin; Automation; Computer simulation; Digital technology; Mechatronics";1;0;exclude;vacio_conceptual;discard;1;vacio_conceptual;;Excluido: falta bloque conceptual 'EngineeringEducation' en titulo, resumen y keywords.;digital twin*;digital twin*;digital twin*;digital twin*;EngineeringEducation;;;;;;;;;;;;;;;;;;;;;;;;;0;0;EXCLUDE;EXCLUDE
Shahinyan2025;"Shahinyan, G.; Kazanjian, G.";Surfing Knowledge: The Iliad Academy to Support Ocean Literacy and Digitization Efforts;2025;In recent years, online educational platforms have emerged as transformative tools in democratizing knowledge and enhancing accessibility to specialized education across sectors. The rapid evolution of digital technologies, combined with global challenges such as climate change and environmental degradation, has increased the demand for flexible, high-quality learning opportunities. Online platforms provide interactive, self-paced learning environments that transcend geographical barriers, fostering inclusivity and enabling learners to acquire new skills relevant to emerging fields. Their ability to deliver structured courses, tutorials, and resources at scale allows knowledge dissemination to be both timely and targeted, supporting lifelong learning and professional growth across academia, industry, and policy sectors. One critical area where such platforms playa transformative role is ocean literacy. By leveraging online platforms, education in ocean science can reach diverse audiences, including students, educators, professionals, and citizens. These platforms foster global awareness, inspire innovation, and empower individuals to take informed actions toward ocean conservation and sustainable development. Through structured educational pathways, they can bridge gaps in understanding, integrate scientific knowledge with practical tools, and engage stakeholders in co-creating solutions for ocean stewardship. In this context, the Iliad Academy is a pioneering online educational platform focusing on advancing ocean literacy and skill development in digital ocean technologies. Designed to support individuals and organizations engaged in ocean research, policy, and business, the Iliad Academy provides comprehensive resources, including documentation, tutorials, and structured courses. The platform offers specialized training on ocean modeling, ocean digitization tools, step-by-step guides on building digital twins of the ocean, virtual, high-fidelity representations of marine environments that integrate real-time data and predictive modeling. The platform is tailored to meet the needs of a diverse group of stakeholders, including researchers, technology developers, businesses, policymakers, and engaged citizens. By bridging the gap between cutting-edge science and practical application, The Iliad Academy plays a vital role in strengthening career pathways, enhancing business practices, and advancing policy goals related to ocean sustainability. The platform fosters interdisciplinary collaboration and knowledge-sharing, equipping stakeholders with the tools and expertise needed to address critical marine challenges such as climate change, biodiversity loss, and marine pollution. Its emphasis on digital ocean technologies, including digital twins, positions learners at the forefront of innovation, ensuring they remain competitive in an increasingly data-driven world. Moreover, as global priorities shift toward achieving the United Nations Sustainable Development Goals (SDGs), platforms like The Iliad Academy play an essential role in equipping stakeholders with the knowledge and tools to drive meaningful change for the future of our oceans. © 2025 IEEE.;"Digital Ocean Technologies; Digital Twins of the Oceans; Distance Learning; e-Learning; Lifelong Learning; Ocean Conservation; Ocean Literacy; Online Education Platforms; Technology Transfer; Biodiversity; Computer aided instruction; Conservation; Curricula; Education computing; Employment; Engineer";"Digital Ocean Technologies; Digital Twins of the Oceans; Distance Learning; e-Learning; Lifelong Learning; Ocean Conservation; Ocean Literacy; Online Education Platforms; Technology Transfer; Biodiver";"Digital Ocean Technologies; Digital Twins of the Oceans; Distance Learning; e-Learning; Lifelong Learning; Ocean Conservation; Ocean Literacy; Online Education Platforms; Technology Transfer; Biodiver";1;1;INCLUDE;rescate_keywords;semantic_review;0;;;All conceptual blocks present;;digital twin*;"digital twin*; engineering education";"digital twin*; engineering education";;uncertain_human_review;0.2333;moderator_uncertain;Moderator confirmed uncertain after 3-reviewer disagreement: The abstract describes an online platform for ocean literacy mentioning digital twins but does not specify a higher-education engineering/STEM setting, provide empirical data, or confirm bidirectional;exclude;0.2;IC3;;The abstract describes an online educational platform (Iliad Academy) that offers training on digital twins of the ocean, but does not report any empirical study, evaluation, or learning outcomes. It is a descriptive/positional paper about a platform;uncertain;0.5;IC1, IC2, IC3;building digital twins of the ocean;The abstract describes the Iliad Academy platform for ocean literacy, mentioning digital twins of the ocean, but does not specify a higher-education engineering/STEM setting, nor does it report empirical data. The digital twin construct is mentioned ;exclude;0;IC1;;The abstract describes an online educational platform targeting diverse stakeholders (researchers, businesses, policymakers, citizens) for ocean literacy, not specifically higher-education engineering or STEM students. No empirical study or evaluatio;uncertain;0.5;unclear;;The abstract describes an online platform for ocean literacy mentioning digital twins but does not specify a higher-education engineering/STEM setting, provide empirical data, or confirm bidirectional coupling. Neither inclusion nor exclusion can be ;1;0;UNCERTAIN_HUMAN_REVIEW;EXCLUDE
Bonavolonta2026a;"Bonavolonta, Francesco; Verde, Maria Teresa; Schiano Lo Moriello, Rosario; Liccardo, Annalisa";Sustainability comparison between a traditional electronics measurement laboratory and an immersive metaverse laboratory: An extended life cycle assessment analysis;2026;University laboratories are essential for engineering education but often require significant resources in terms of energy, equipment, and space. This paper presents a comparative Life Cycle Assessment of two models: a traditional measurement laboratory with 20 physical workstations and an immersive digital twin-based laboratory (IM-MetaLAB) supported by one high-performance workstation and 20 virtual reality headsets. The study extends the Life Cycle Assessment framework to the triple bottom line, jointly addressing environmental, economic, and social dimensions. Results highlight substantial advantages of the immersive model. Energy demand decreases from 18,000 to 7,000 kW h/year, with associated emissions reduced by more than 60 %. Over a seven-year horizon, electronic waste is reduced from 500–600 kg to about 200 kg. Economically, capital expenditures drop from approximately 100,000 € to 25,000 €, while annual operating costs fall from 17,000 € to 5,000 €, yielding a per-student exercise cost four times lower. Socially, immersive access enables remote 24/7 participation, improves completion rates (70 % vs 56 %) and average grades (27.4/30 vs. 25/30), and eliminates commuting emissions (≈ 24 tCO2/year for 40 students). The immersive laboratory thus proves to be a sustainable, cost-effective, and pedagogically effective alternative to the traditional activities, showing how digital twin and virtual reality technologies can support both innovation in teaching and institutional sustainability goals. This is an open-access article distributed under the terms of the Creative Commons Attribution 4.0 International License.;"life cycle assessment (LCA); triple bottom line (TBL); digital twin; virtual reality in education; sustainability in higher education";"digital twin; life cycle assessment (LCA); sustainability in higher education; triple bottom line (TBL); virtual reality in education";"life cycle assessment (LCA); triple bottom line (TBL); digital twin; virtual reality in education; sustainability in higher education";1;1;INCLUDE;coincidencia_total;semantic_review;0;;;All conceptual blocks present;;"digital twin*; engineering education";digital twin*;digital twin*;;uncertain_human_review;0.3333;moderator_uncertain;Moderator confirmed uncertain after 3-reviewer disagreement: Construct ambiguous: abstract claims 'digital twin-based laboratory' but describes an immersive metaverse with VR headsets, not explicitly confirming the required bidirectional physical-virtual coupli;uncertain;0.5;IC2;immersive digital twin-based laboratory (IM-MetaLAB);The abstract claims a 'digital twin-based laboratory' but does not explicitly describe the bidirectional physical-virtual coupling required per SCOPE_OF_REVIEW. The immersive metaverse and VR headsets suggest a near-miss, yet the construct is ambiguo;uncertain;0.5;SC1;immersive digital twin-based laboratory (IM-MetaLAB);Construct ambiguous: abstract claims 'digital twin-based laboratory' but describes only an immersive metaverse with VR, no explicit bidirectional synchronized physical-virtual coupling. Primary purpose is sustainability LCA, not educational DT evalua;exclude;0;EC4;immersive digital twin-based laboratory (IM-MetaLAB) supported by one high-performance workstation and 20 virtual reality headsets;The abstract describes a VR/metaverse laboratory as a replacement for a physical lab, not a digital twin with bidirectional coupling. It is a near-miss construct per SCOPE_OF_REVIEW.;uncertain;0.75;IC2;immersive digital twin-based laboratory (IM-MetaLAB);Construct ambiguous: abstract claims 'digital twin-based laboratory' but describes an immersive metaverse with VR headsets, not explicitly confirming the required bidirectional physical-virtual coupling. Protocol's uncertainty policy applies as const;1;0;UNCERTAIN_HUMAN_REVIEW;includeF
Espinoza2025;Espinoza, Hector;Sustainable Engineering through Open Hardware and Digital Fabrication;2025;This article explores the convergence of sustainable engineering, open hardware, and digital fabrication as a transformative approach to addressing global challenges. It examines how open hardware principles, such as modular design and accessible blueprints, enable a circular economy, reduce waste, and promote localized manufacturing, aligning with sustainable engineering goals. The integration of digital fabrication techniques, including digital twins and 3D printing, enhances resource efficiency, enables customized solutions, and supports data-driven decision-making. Real-world examples, from sustainable engineering education to plastic waste recycling, highlight the practical applications and potential of this integrated approach. By embracing these principles, future engineers can develop sustainable solutions that benefit both society and the environment. This review emphasizes the importance of aligning technological advancements with sustainability to foster a more resilient and equitable future.;;;;1;1;INCLUDE;coincidencia_total;semantic_review;0;;;All conceptual blocks present;;"digital twin*; engineering education";;;;excluded;0.3333;unanimous;Unanimous exclude: 3/3 reviewers agreed (avg score: 0.33);exclude;1;EC1;This review;The abstract explicitly states 'This review', categorizing the article as a review, which is an ineligible document type per DOCUMENT_RULE (UA1). Document type alone disqualifies regardless of thematic relevance.;exclude;0;EC1;This review emphasizes the importance of aligning technological advancements with sustainability;The abstract identifies itself as a review, which is an ineligible document type per DOCUMENT_RULE. Additionally, the Digital Twin is only mentioned as a tangential technique within digital fabrication, without central focus on educational implementa;exclude;0;UA1;This review emphasizes;The abstract explicitly states it is a review, which is an ineligible document type per UA1. Digital twins are mentioned only peripherally as a technique within digital fabrication, not as a central construct with bidirectional coupling for education;;;;;;1;0;EXCLUDE;EXCLUDE
