key;Author;Title;Year;Abstract;Keywords;Author_Keywords
Manbachi2022a;"Manbachi, M.; Hammami, M.";Virtualized Experiential Learning Platform (VELP) for Smart Grids and Operational Technology Cybersecurity;2022;The advent and the rapid expansion of Industry 4.0 solutions and technologies such as IoT, Artificial Intelligence (AI), cloud computing, and digital twinning, is causing industrial companies, utilities, and other organizations to either retrain their workforce or hire experts from other industries who have the knowledge or hands-on experience working with such technologies. With the emergence of remote working routines, providing such hands-on training programs becomes difficult. As such, BCIT's Smart Microgrid Applied Research Team has developed an advanced Virtualized Experiential Learning Platform (VELP) with the support of the Future Skills Centre and its industry partner to provide trainees from industry and academia with hands-on experience in the fields of smart grids, substation automation systems and Operational Technology (OT) cybersecurity utilizing virtualization technologies such as digital twins, AI, and cloud apps. This paper aims to introduce VELP, its features, and functionalities, and explain how monitoring and control layers can be migrated into cyberspace. Moreover, this paper proposes a reliable communication network and a cybersecure topology that can be utilized in similar virtualization platforms. The results of this paper show that such technologies can be applied to other digital experiential learning programs where reliable and secure remote access to physical assets is essential to support relevant experiential learning pedagogical models. © 2022 IEEE.;"Automation; E-learning; Engineering education; Learning systems; Smart power grids; Cloud-computing; Cyber security; Experiential learning; Hands-on training programs; Industrial companies; Learning platform; Operational technologies; Rapid expansion; Remote working; Smart Grid technologies; Electric substations";"Automation; E-learning; Engineering education; Learning systems; Smart power grids; Cloud-computing; Cyber security; Experiential learning; Hands-on training programs; Industrial companies; Learning platform; Operational technologies; Rapid expansion; Remote working; Smart Grid technologies; Electric substations"
Mao2024;"Mao, H.; Shan, Y.; EisaZadeh, H.";Digital Twin for Additive Manufacturing and Smart Manufacturing Education;2024;The increasing adoption of additive manufacturing (AM) or 3D printing across different industries indicates the importance for educational institutions to incorporate this technology into their curriculum. This ensures that students are adequately prepared with the skills and knowledge needed for future career opportunities. One crucial task is to teach students how to use modern technology to evaluate the quality of AM parts because AM has not reached the point of competing with traditional manufacturing in terms of surface finish and repeatability. Moreover, the printed parts are often treated as black boxes with invisible defects, such as pores and cracks. Such non-transparency significantly challenges the qualification and certification of additively manufactured parts. In this paper, we present a semester-long project designed for a new AM course offered at University A to demonstrate the challenges and benefits of AM. At the beginning of the project, we teach students how to develop a digital twin of the 3D printing process. This is later used to provide in-situ monitoring of the process and visualize the internal defects towards predictable quality control of the printed parts. Through changing process parameters, students will learn how to optimize part quality and how' defects in parts can be eliminated using the digital twin. This paper presents a reference implementation with technical and pedagogical details for the education community. © American Society for Engineering Education, 2024.;"Curricula; Engineering education; In situ processing; Process control; Students; Teaching; 3-D printing; 3D-printing; Black boxes; Career opportunities; Educational institutions; Manufacturing course; Modern technologies; Smart manufacturing; Surface finishes; Traditional manufacturing";"Curricula; Engineering education; In situ processing; Process control; Students; Teaching; 3-D printing; 3D-printing; Black boxes; Career opportunities; Educational institutions; Manufacturing course; Modern technologies; Smart manufacturing; Surface finishes; Traditional manufacturing; Smart manufacturing"
Maricic2024;"Maricic, S.; Krnjajic, Z.; Krsulja, M.; Karabaic, D.";Developing Education: Incorporating Computer Aided Engineering Simulations in Existing Learning Environments;2024;The presented case study is primarily focused on the development of an enhanced Computer-Aided Engineering (CAE) simulation as a concept of digital twin. This OS-independent, written in NodeRed, environment has been designed with the aim of enhancing an engaging educational experience for students. By actively participating in the simulation, students not only get familiar with the complex domain of engineering design but also gain a practical understanding of real engineering principles that they can immediately apply. The simulation functions as a crucial intermediary between abstract information and practical implementation, enabling students to cultivate a more profound comprehension of engineering concepts through hands-on education. The integration of a virtual copy signifies a fundamental change, providing unparalleled accuracy. The digital twin in the presented case provides continuous monitoring and analysis of physical systems, enhancing the ability to predict and enabling proactive decision-making. © The Editor(s) (if applicable) and The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.;"CAE; Education; Engineering; Node-RED; Simulation solutions; Adversarial machine learning; Digital elevation model; Engineering education; Federated learning; Case-studies; Complex domains; Computer aided engineering simulations; Computer-aided engineering; Educational experiences; Engineering design; Learning environments; Real engineering; Simulation solution; Students";"CAE; Education; Engineering; Node-RED; Simulation solutions; Adversarial machine learning; Digital elevation model; Engineering education; Federated learning; Case-studies; Complex domains; Computer aided engineering simulations; Computer-aided engineering; Educational experiences; Engineering design; Learning environments; Node-RED; Real engineering; Simulation solution; Students"
Morris2023;"Morris, J.; Wagner, J.R.";Application of Extracurricular Course Teaching Product Lifecycle Management Concepts to Undergraduates;2023;Extended, project-based activities are critical for preparing undergraduate students for roles in modern industry yet are often difficult to provide through traditional curricula. This practice paper describes the objectives and functions of a student-centric research endeavor within the Clemson University Creative Inquiry framework that provides guided instruction and extracurricular experiences on product lifecycle management (PLM). The course objective is to develop a digital twin for a scaled, tracked, robotic vehicle while introducing participants to PLM topics and tools. Due to its breadth, this project incorporates activities such as collaborative design and project management, while providing hands on experiences with computer aided (CAx) tools, organizational documentation, and additive manufacturing. Relatedly, students are empowered to explore PLM topics of individual interest, gaining insight into the digitalization of STEM fields. Observed challenges include participant turnover and maintaining the relevancy of the project through strategic updates. The course showcases the value of extracurricular projects in preparing undergraduate students for successful roles in industry. © American Society for Engineering Education, 2023.;"Engineering education; Life cycle; Project management; Clemson University; Collaborative design; Collaborative programs; Course objectives; Course teachings; Creatives; Product life cycle management; Project-based; Robotic vehicles; Undergraduate students; Students";"Engineering education; Life cycle; Project management; Clemson University; Collaborative design; Collaborative programs; Course objectives; Course teachings; Creatives; Product life cycle management; Project-based; Robotic vehicles; Undergraduate students; Students"
Mourtzis2022;"Mourtzis, D.; Panopoulos, N.; Angelopoulos, J.";A hybrid teaching factory model towards personalized education 4.0;2022;"Hybrid classrooms have become more and more common during the pandemic. Digital technologies have accelerated the transition into the university of the future. Digital Twins technology, one of the trending technologies related to Industry 4.0, helps faculty to create simulation models based on course requirements. Universities are still facing the challenging issue to offer high quality learning opportunities without risking participants’ health. Towards that end, the current study presents a Hybrid Model under the Teaching Factory framework concept that has been successfully implemented and validated. In four hybrid case studies, Engineering students guided remotely laboratory personnel towards a successful manufacture and assembly of a customized projects assignments as well as completed training webinars in the field of Maintenance and Computer Aided Manufacturing (CAM). The results show that pedagogical dimensions were extended. Besides technology, innovative pedagogy, and learning environments, this study added two constructs: sustained support and cyber safety. Collaboration is required at different levels; meanwhile, cyber safety is highlighted to ensure healthy digital learning environments. © 2022 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.";"Hybrid teaching; Personalized Perception; Phygital education; Education computing; Engineering education; Manufacture; Personnel training; Safety engineering; Course requirements; Cyber-safety; Digital technologies; High quality; Model-based OPC; Quality learning; Simulation model; Computer aided instruction";"Hybrid teaching; Personalized Perception; Phygital education; Education computing; Engineering education; Manufacture; Personnel training; Safety engineering; Course requirements; Cyber-safety; Digital technologies; High quality; Hybrid teaching; Model-based OPC; Personalized perception; Phygital education; Quality learning; Simulation model; Computer aided instruction"
Nikolaev2018;"Nikolaev, S.; Gusev, M.; Padalitsa, D.; Mozhenkov, E.; Mishin, S.; Uzhinsky, I.";Implementation of “digital twin” concept for modern project-based engineering education;2018;"The main focus of this work is simulation-driven product development methodology for MSc students’ education. The educational process is built around real product development process; small Unmanned Aerial Vehicle is used as a case-study. The bunch of simulation and optimization tools (NX CAD, Simcenter 3D, LMS System Synthesis, LMS Amesim, ANSYS, STAR-CCM) is used in the educational process for creating so-called “digital twin” of a real product and to achieve the continuity and transparency of the development process. Product Lifecycle Management (PLM) system is used to manage requirements, changes and integrate all simulation results. The global trend in engineering education is in the transition from the training of narrowly specialized engineers for high-tech industries. In the new reality, the industry needs specialists with broad knowledge and system thinking, which are able to solve problems that require cross-disciplinary expertise. These specialists should be able to use the most advanced methods and tools of numerical simulation, optimization, product lifecycle management, configuration management, advanced manufacturing techniques. The aim is to enhance the classical methodology for systems engineering with a digital environment in order to develop an MSc level courses teaching latest practices for innovative product design based on real case problems. A modeling of the system to be developed enables the comprehensive analysis and its quantitative assessment. Such approach demonstrates both a thorough investigation of a problem and quantitative estimation of the system’s efficiency. © IFIP International Federation for Information Processing 2018.";"Learning-by-doing; Project-based education; Simulation-driven product development; Antennas; Computer aided design; Curricula; E-learning; Engineering education; Numerical methods; Personnel training; Problem solving; Product design; Product development; Innovative product design; Learning by doing; Product development process; Product life cycle management; Product lifecycle management systems; Project-based; Simulation and optimization; Small unmanned aerial vehicles; Life cycle";"Learning-by-doing; Project-based education; Simulation-driven product development; Antennas; Computer aided design; Curricula; E-learning; Engineering education; Numerical methods; Personnel training; Problem solving; Product design; Product development; Innovative product design; Learning by doing; Product development process; Product life cycle management; Product lifecycle management systems; Project-based; Simulation and optimization; Small unmanned aerial vehicles; Life cycle"
Ning2024;"Ning, Guangli; Luo, Haidan; Yin, Wei; Zhang, Yin";Exploration of the Application and Practice of Digital Twin Technology in Teaching Driven by Smart City Construction.;2024;Traditional engineering education cannot effectively respond to the demand for talents in the construction of smart cities. The application of digital twin technology in education is mostly based on case studies and lacks empirical tests. This study takes the practical teaching of a project-based course on smart city parks as an example to explore the action intention of graduate students to use digital twin technology consistently, and to provide a theoretical basis and teaching practice guidance to promote the rational application of digital twin technology in engineering education. This study set up a quasi-experimental design through the digital twin learning system, grouping 24 graduate students with 4 faculty members. The experimental group is digital twin-assisted practical teaching, and the control group is traditional teaching method, the experimental cycle is 12 weeks, and the total lesson time is 24 h. Secondly, combined with UTAUT2 model and TTF theory, the variable factor hypothesis was adopted as the scale design means, and the experimental validity was improved through questionnaire data analysis. Meanwhile, the influencing factors in the use of digital twin platform were recorded in detail through the process of data collection, data processing and modeling, as well as the application practice of digital twin platform. Finally, the results of the comprehensive survey data show that the graduate students in the experimental group are significantly better than the control group in terms of self-confidence, skill enhancement, learning outcomes, and learning experience. All these results provide information for course teaching practice, training professional teaching teams, optimizing innovative teaching paths, and promoting the cultivation and delivery of smart city technology talents. © 2024 by the authors.;"smart city; digital twin technology; engineering education; talent cultivation; project-based curriculum practice; ACCEPTANCE MODEL; HIGHER-EDUCATION; FIT; TAM; curriculum; education; exploration; student; teaching; Educational technology; Smart parking systems; Smart cities; Digital learning";"digital twin technology; engineering education; project-based curriculum practice; smart city; talent cultivation; curriculum; education; exploration; student; teaching; Educational technology; Smart parking systems; Smart cities; Digital learning"
Norambuena2025a;"Norambuena, Nicolás; Ortega, Julio; Rivera, Felipe Muñoz-La; Covarrubias, Mario; Rivera, José Luis Valín; Ramírez, Emanuel; Ketterer, Cristóbal Ignacio Galleguillos";Integrating Digital Twins of Engineering Labs into Multi-User Virtual Reality Environments.;2025;This study presents a multi-user virtual reality (VR) tool designed to enhance hands-on learning in engineering education through real-time sensorized digital twins. The motivation stems from the limitations of traditional laboratory settings, such as time constraints and restricted access to physical equipment, which can hinder practical learning. The developed environment allows multiple students, wearing VR headsets, to interact simultaneously with a real-time synchronized virtual model of an engine, replicating its physical counterpart at the Mechanical Engineering Laboratory of the Pontificia Universidad Católica de Valparaíso, Chile. This novel integration of VR and digital twin technology offers students a unique opportunity to observe engine behavior in operation within a safe, controlled virtual space. By bridging theoretical knowledge with practical experience, this approach deepens understanding of complex mechanical concepts while fostering the development of key technical skills. Additionally, the use of real-time data visualization and digital twins provides a safer, more interactive, and efficient alternative to traditional laboratory practices, overcoming constraints like time limitations and equipment availability. This innovative method introduces students to Industry 4.0 principles, encouraging data-driven analysis and informed decision making. © 2025 by the authors.;"virtual reality; education; real-time sensing; combustion-less engine; Industry 4.0; IoT; digital twins; engineering education; Behavioral research; Virtual environments; Hands-on learning; Learning in engineering; Multiusers; Real time sensing; Real- time; Time constraints; Virtual reality tools; Virtual-reality environment; Students; Engineering laboratories; Testing Laboratories; Research and development in the  physical, engineering and life sciences; Shared virtual environments; Digital twin";"combustion-less engine; digital twins; education; engineering education; Industry 4.0; IoT; real-time sensing; virtual reality; Behavioral research; Virtual environments; Hands-on learning; Learning in engineering; Multiusers; Real time sensing; Real- time; Time constraints; Virtual reality tools; Virtual-reality environment; Students; Engineering laboratories; Testing Laboratories; Research and development in the  physical, engineering and life sciences; Shared virtual environments; Digital twin"
Norambuena2025b;"Norambuena, Nicolás; Muñoz-La Rivera, Felipe; Toledo Bórquez, Alexis; Valín Rivera, José Luis; Ignacio Galleguillos Ketterer, Cristóbal";Integration of Digital Twins in Multi-User Virtual Reality Environments for Technical Education in Engineering;2025;This work presents a multi-user virtual reality (VR) system integrated with a real-Time sensorized digital twin of an internal combustion engine, aimed at enhancing hands-on learning in mechanical engineering education. The virtual environment, developed in Unity and synchronized via IoT technologies (PLC, Node-RED, and Blynk), enables students to interact with a live virtual replica of the engine, visualize key variables such as RPM, temperature, and pressure, and adjust parameters collaboratively in real time. Through experimental validation with undergraduate students, the approach demonstrated increased engagement, improved data interpretation, and reduced operational risk compared to traditional lab methods. Results also showed enhanced collaboration and a better understanding of Industry 4.0 concepts. This solution bridges the gap between theoretical knowledge and industrial practice, offering a scalable model for modern engineering education. © 2025 IEEE.;"combustion-less engine; digital twins; education; engineering education; Industry 4.0; IoT; real-Time sensing; virtual reality; Combustion; Digital twin; E-learning; Education computing; Internal combustion engines; Students; Education in engineerings; Internal combustion; Multiusers; Real time sensing; Real- time; Technical educations; Virtual reality system; Virtual-reality environment; Training; Knowledge engineering; Solid modeling; Collaboration; Virtual environments; Real-time systems; Fourth Industrial Revolution; Synchronization; Mechanical engineering";"combustion-less engine; digital twins; education; engineering education; Industry 4.0; IoT; real-Time sensing; virtual reality; Combustion; Digital twin; E-learning; Education computing; Engineering education; Internal combustion engines; Students; Combustion-less engine; Education in engineerings; Internal combustion; IoT; Multiusers; Real time sensing; Real- time; Technical educations; Virtual reality system; Virtual-reality environment; Virtual reality; Training; Knowledge engineering; Solid modeling; Collaboration; Virtual environments; Real-time systems; Fourth Industrial Revolution; Synchronization; Mechanical engineering"
Orsolits2024;"Orsolits, H.; Rauh, S.; Fellner, R.";XR Integration into higher education using digital shadows and digital twins;2024;"In literature, technical aspects of Extended Reality (XR) teaching tools and their evaluation or implementation are frequently described. However, there is a lack of organized descriptions of structured approaches that would enable inexperienced instructors to integrate XR teaching tools into their courses. Specifically, there is a dearth of materials for independently acquiring the necessary knowledge. In this paper, we present an approach for guidelines to integrate XR into teaching in engineering subjects, developed as part of our research project. These guidelines explicitly address the needs of inexperienced instructors. Through an exemplary implementation of a teaching artifact, which we already use in our courses in bachelor degree study courses for mechanical engineering as well as industrial engineering, we demonstrate how concepts such as ""Digital Twin""and ""Digital Shadow""can be utilized to augment learning artefacts with XR. We expect that these concepts, which are gaining increasing recognition in engineering, will facilitate the adoption of XR. © 2024 IEEE.";"Digital Shadow; Digital Twin; Extended Reality (XR); Engineering education; Engineering research; Industrial research; Teaching; Bachelor's degree; High educations; Learning artifacts; Mechanical; Structured approach; Teaching tools; Technical aspects; Curricula";"Digital Shadow; Digital Twin; Extended Reality (XR); Engineering education; Engineering research; Industrial research; Teaching; Bachelor's degree; Digital shadow; Extended reality (XR); High educations; Learning artifacts; Mechanical; Structured approach; Teaching tools; Technical aspects; Curricula"
Orsolits2025;"Orsolits, H.; Clauss, K.; B. de Moura Oliveira, P.";AR Digital Twin Demonstrator for Industrial Robotics Education;2025;To meet the growing demand of robotics applications in industry high efforts are placed on research and education for robotics fundamentals, as a more intuitive and easier access to robotics must be ensured. Based on this, the aim of this work is to make a contribution to investigate new approaches for teaching robotics fundamentals using immersive technologies. In this work an existing digital twin for a desktop robot was extended by adding a feature for the positioning of way-points for path planning in an existing Augmented Reality (AR) application as well as update the robot controller with the inverse kinematics for the corresponding motion implementation. The performance of the new functionality was evaluated by means of a pick-and-place application and validated via a test series with an associated questionnaire. The conducted experiments have been carried out in a comparative study between the AR based digital twin and an ABB industrial robot where a clear benefit of the proposed systems for entry into robotics as well as for teaching was identified. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2025.;"Augmented Reality; Digital Twin; Robotics Education; Curricula; Engineering education; Industrial research; Intelligent robots; Motion planning; Personnel training; Robot applications; Robot learning; Teaching; Augmented reality applications; Desktop robot; Growing demand; Immersive technologies; Industrial robotics; New approaches; Robot controller; Robotics applications; Way points; Industrial robots";"Augmented Reality; Digital Twin; Robotics Education; Curricula; Engineering education; Industrial research; Intelligent robots; Motion planning; Personnel training; Robot applications; Robot learning; Teaching; Augmented reality applications; Desktop robot; Growing demand; Immersive technologies; Industrial robotics; New approaches; Robot controller; Robotics applications; Robotics education; Way points; Industrial robots"
Ortiz2025a;"Ortiz, Jessica S.; Quishpe, Evelin K.; Sailema, Grace X.; Guamán, Nathaly S.";Digital Twin-Based Active Learning for Industrial Process Control and Supervision in Industry 4.0.;2025;The integration of Digital Twin technology into active learning environments has been established as an innovative strategy to optimize engineering education. This study focuses on the development and evaluation of a learning tool based on Digital Twin technology, enabling interaction and communication between a physical teaching module and a virtualized environment representing the industrial cocoa production process. The system was operated by students using an S7-1200 PLC and an HMI interface developed in WinCC, facilitating real-time process monitoring and control via IoT. To assess its impact, an experimental design was implemented, comparing a pre-test using conventional teaching modules with a post-test incorporating Digital Twin technology. The results indicate a significant improvement in students’ accuracy and efficiency, with a 38% reduction in task execution time. This improvement is attributed to the system’s immersive and interactive capabilities, which allow for the simulation of actuator and sensor behavior under real-world conditions. These findings highlight the potential of Digital Twins not only as educational tools but also as valuable assets for industrial process optimization in the cocoa sector, aligning with Industry 4.0 principles. © 2025 by the authors.;"Digital Twin; virtualized environment; active learning; Industry 4.0; IMPLEMENTATION; Students; Virtualization; Active learning environment; Industrial process control; Innovative strategies; Learning tool; Process supervision; Production process; Real-time process control; Teaching module; article; educational tool; experimental design; learning; learning environment; process control; process monitoring; process optimization; sensor; simulation; Process control systems; Real-time control; Engineering education; Manufacturing processes; Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables; Industrial Process Furnace and Oven Manufacturing; Process, Physical Distribution, and Logistics Consulting Services";"active learning; Digital Twin; Industry 4.0; virtualized environment; Students; Virtualization; Active learning environment; Industrial process control; Innovative strategies; Learning tool; Process supervision; Production process; Real-time process control; Teaching module; article; educational tool; experimental design; learning; learning environment; process control; process monitoring; process optimization; sensor; simulation; Process control systems; Real-time control; Engineering education; Manufacturing processes; Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables; Industrial Process Furnace and Oven Manufacturing; Process, Physical Distribution, and Logistics Consulting Services"
Ortiz2026;"Ortiz, J.S.; Andaluz, V.H.; Carvajal, C.P.";Real-Time Digital Twin Architecture for Immersive Industrial Automation Training;2026;Industrial automation laboratories often face limitations related to restricted access to industrial equipment, safety constraints, and limited scalability for hands-on experimentation. To address these challenges, this work proposes a real-time multi-layer Digital Twin architecture integrating a physical Siemens S7-1500 PLC, an immersive Unity-based virtual environment, HMI supervision, and IoT-enabled remote monitoring within a unified communication framework. The architecture is structured into physical, digital, and integration layers, enabling modular scalability and bidirectional synchronization between the physical process and its virtual representation through Ethernet TCP/IP communication. System performance was evaluated using synchronization metrics including communication latency, jitter, deterministic timing deviation, and event synchronization accuracy. Experimental results demonstrated stable PLC–Digital Twin communication with average latencies below 15 ms and jitter below 0.5 ms, ensuring reliable real-time interaction during continuous operation. A comparative evaluation with engineering students also showed improved learning conditions, achieving high perceived usability (SUS = 86/100) and reduced cognitive workload (NASA-TLX = 34/100). These results confirm the effectiveness of the proposed architecture as a scalable platform for Industry 4.0 training environments. © 2026 by the authors.;"Digital Twin; immersive environments; industrial IoT; Industry 4.0; networked architecture; real-time systems; Accident prevention; Automation; Engineering education; Human computer interaction; Interactive computer systems; Personnel training; Physical addresses; Remote control; Scalability; Synchronization; Usability engineering; Virtual addresses; Virtual reality; Automation training; Equipment safety; Immersive; Immersive environment; Industrial automation; Industrial equipment; Real - Time system; Real- time; adult; article; benchmarking; cognitive load; controlled study; device safety; female; human; laboratory automation; learning disorder; remote sensing; training; Real time systems";"Digital Twin; immersive environments; industrial IoT; Industry 4.0; networked architecture; real-time systems; Accident prevention; Automation; Digital twin; Engineering education; Human computer interaction; Industry 4.0; Interactive computer systems; Personnel training; Physical addresses; Remote control; Scalability; Synchronization; Usability engineering; Virtual addresses; Virtual reality; Automation training; Equipment safety; Immersive; Immersive environment; Industrial automation; Industrial equipment; Industrial IoT; Networked architecture; Real - Time system; Real- time; adult; article; automation; benchmarking; cognitive load; controlled study; device safety; digital twin; female; human; laboratory automation; learning disorder; remote sensing; training; Real time systems"
Oveissi2021;"Oveissi, F.; Ghadi, A.E.";Preparing Chemical Engineers for Industry 4.0: An Interactive Education Approach;2021;CONTEXT With the emergence of predictive data analytics and advanced technologies such as digital twins and artificial intelligence, the potential exists to transform the chemical industries over the next two decades. In this pivotal time, it is crucial to equip future engineers with such skillsets to address the current need of the industry. However, the core of industry 4.0 mainly concerns computer science and IT disciplines, and as such, these concepts have hardly been addressed in chemical engineering education. PURPOSE While it is expected that in the coming years, incremental changes apply to the engineering curriculum by including digitisation, it is important to design courses to prepare the chemical engineering graduates for the transition of chemical industries from 3.0 to 4.0. To this end, we designed a master-level course, which is also an elective for 4th-year undergraduate learners. This unit of study aims at developing an understanding of the available means (e.g., advanced sensors, industrial internet of thing (IIoT), digital twin, and deep learning algorithms using Python) and their implementation within chemical processes. It is expected that the designed projects and hands-on activities in this educational package provide a valid basis for the current transitioning phase of industries from 3.0 to 4.0 while allowing practising and developing transferable professional skills. APPROACH The learning and teaching activities presented in this article were spanning across multiple components of industry 4.0 as well as learners' creativity in the enhancement of chemical processes. To transfer the Industry 4.0 topics to the learners within the framework of chemical engineering, we benefited from various teaching practices, including recent industrial case studies and hands-on activities (e.g., making a neural network predictive temperature control system with Arduino microcontroller and wireframing a mobile app for a chemical process unit). Three capstone projects were designed: 1) to propose a solution for the digital transformation of a chemical process using the concepts of industry 4.0, 2) to apply deep learning for big data analysis of a chemical process using Python, and 3) building a digital twin for neural network predictive control of a DC heater/fan system using Arduino microcontroller. ANTICIPATED OUTCOMES The activities are designed to provide opportunities for students to understand advanced digital technologies and apply them in real-world engineering scenarios. It is expected that students develop skills in big-data analytics and real-time data processing using sophisticated data-driven approaches, including deep learning. Students gain hands-on experience working with Arduino lab kits in wiring up a heater/fan system and applying process control theory into practice by programming a neural network predictive controller in Matlab/Simulink for real-time temperature control. Such practical skills in real-time data acquisition and processing are identified as critical attributes for engineering graduates, according to experts from the industry. SUMMARY A novel teaching and learning package including hands-on activities was designed to prepare chemical engineering learners for the digital transition to industry 4.0. The importance of hands-on activities and engineering laboratories are not hidden to the engineering educators. Thus, there are numerous opportunities in transforming the conventional chemical engineering laboratories to their 4.0 versions. The students' feedback has been positive, suggesting engagement and overall satisfaction with the course. However, a comprehensive pedagogical survey will be carried out in the future to gain more insight into the educational offer of different components of this unit of study. Copyright © Farshad Oveissi, Amirali Ebrahimi Ghadi, 2021.;"Arduino microcontroller; Big-data analytics; Chemical Engineering Education; Industry 4.0; Chemical industry; Controllers; Curricula; Data Analytics; Deep learning; Education computing; Engineering education; Learning algorithms; Learning systems; Metadata; Microcontrollers; Predictive analytics; Students; Teaching; 'current; Big-data analytic; Chemical process; Engineering laboratories; Fan systems; Hands-on activities; Neural-networks; Big data";"Arduino microcontroller; Big-data analytics; Chemical Engineering Education; Industry 4.0; Chemical industry; Controllers; Curricula; Data Analytics; Deep learning; Education computing; Engineering education; Industry 4.0; Learning algorithms; Learning systems; Metadata; Microcontrollers; Predictive analytics; Students; Teaching; 'current; Arduino microcontroller; Big-data analytic; Chemical engineering education; Chemical process; Data analytics; Engineering laboratories; Fan systems; Hands-on activities; Neural-networks; Big data"
Pan2022;"Pan, Xudong; Fan, Hongwei; Zeng, Zhaoyang; Peng, Bo; Li, Jiaxin; Wang, Yuhong; Pan, Yuan; Yuan, Jiayu";Based on the Software RioD of Digital Twins of the Practice Teaching Research;2022;Harbin University of Technology Engineering Innovation Practice Center, in engineering training teaching, uses the teaching methods of virtual and reality, and inducts the digital twin software of RioD into the engineering practice teaching work. The digital twin software of RioD is used to build the intelligent manufacturing production line work scene, and completes the following four tasks: first the product leaves from the intelligent warehouse, then AGV transports the product to the transit platform, second, the robot grabs the product and completes the task of clamping and removing, and finally the work scene resets. Through virtual technology, the real production line is built in virtual space, which effectively solves the difficult problem that the practical teaching task can't be carried out, and significantly improves the quality of practical teaching, and stimulates student interest. © 2022 IEEE.;"digital twins; engineering training; intelligent manufacturing; practical teaching; talent training; virtual combination; virtual reality combination; virtual simulation; Computer software; E-learning; Engineering research; Intelligent robots; Manufacture; Practical teachings; Practice teachings; Production line; Talent trainings; Teaching researches; Virtual simulations; Engineering education; Training; Knowledge engineering; Technological innovation; Schedules; Production; Software";"digital twins; engineering training; intelligent manufacturing; practical teaching; talent training; virtual combination; virtual reality combination; virtual simulation; Computer software; E-learning; Engineering research; Intelligent robots; Manufacture; Engineering training; Intelligent Manufacturing; Practical teachings; Practice teachings; Production line; Talent trainings; Teaching researches; Virtual combination; Virtual reality combination; Virtual simulations; Engineering education; Training; Knowledge engineering; Technological innovation; Schedules; Production; Software"
Pang2022;"Pang, Dangfeng; Cui, Shigang; Yang, Genghuang";Remote Laboratory as an Educational Tool in Robotics Experimental Course;2022;A remote lab is a technology that allows participants to efficiently conduct experimental teaching where users can connect to lab equipment from anywhere without being in a specific physical location. The COVID-19 pandemic affects all areas of human activity. As a result, students did not receive face-toface instruction, and access to the laboratory was limited or practically impossible, and access to laboratory facilities has been limited or nearly impossible. Especially in engineering education, students’ practical abilities cannot be developed comprehensively. In this paper, this paper built an online remote robotics experiment system using digital twin (DT) technology and IoT technology and adopted ADDIE (Analysis, Design, Development, Implementation, and Evaluation) teaching method. With these measures, students can design and debug robot programs at home, just like in the laboratory. This study sent questionnaires to 64 students, and 58 were returned. The results show that more than 80% of students believe that the remote labs for industrial robotics courses have improved the efficiency and quality of students’ skills training as opposed to virtual simulation and watching videos on the computer. © 2022, International Journal of Emerging Technologies in Learning. All Rights Reserved.;"Digital twin; E-learning; Engineering education; Experimental teaching; Remote lab; Curricula; Laboratories; Machine design; Program debugging; Robotics; Students; Teaching; E - learning; Educational tools; Experimental course; Experimental teachings; Human activities; Lab equipments; Laboratory facilities; Physical locations; Remote laboratories; Remote labs";"Digital twin; E-learning; Engineering education; Experimental teaching; Remote lab; Curricula; Engineering education; Laboratories; Machine design; Program debugging; Robotics; Students; Teaching; E - learning; Educational tools; Experimental course; Experimental teachings; Human activities; Lab equipments; Laboratory facilities; Physical locations; Remote laboratories; Remote labs; E-learning"
Park2026;"Park, J.; Ho, C.Y.; Li, L.K.B.";AR Tunnel: An augmented-reality digital twin for immersive learning of wind tunnel laboratories;2026;Engineering labs face constraints on time, safety, and access, making it difficult for students to develop robust procedural schemas and visualize invisible flow phenomena. We present AR Tunnel, an augmented-reality (AR) digital twin of a university wind tunnel. Its theoretical design draws on cognitive load and multimedia learning principles, along with situated learning via contextualized rehearsal. Pilot testing with students indicated strong user acceptance, identified usability issues, and guided iterative refinements to navigation, performance modes, and instructional content. In controlled tests with undergraduate and postgraduate cohorts, AR pre-lab preparation was compared with equivalent slide-based preparation. Although both groups reported similar increases in self-assessed familiarity after the hands-on lab, students who prepared with AR Tunnel achieved significantly higher scores on objective knowledge quizzes across both cohorts (p'0.05). Within the AR groups, higher engagement – measured across behavioral, emotional, and cognitive dimensions – correlated positively with quiz performance (Spearman’s ρ≈0.42–0.48, p'0.05), suggesting that active exploration mediated learning gains. AR Tunnel therefore functions as a scalable preparatory resource that complements, rather than replaces, in-person lab instruction. Future work should measure retention and transfer, disentangle gamification and scaffolding effects, and evaluate mixed-reality overlays during live-lab operation. © 2026 The Authors.;"Augmented reality; Immersive learning; Engineering education; STEM education";"Augmented reality; Engineering education; Immersive learning; STEM education"
