key_documento,paper,tema,tema_nombre,objetivo,variable,valor_extraido,cita_textual,ubicacion,origen
UDMDFTPK,Kumarasinghe et al. - 2025 - Transforming Computer Integrated Manufacturing Facility to Use as a Digital Twin Enabled Learning Fa,T2,Arquitecturas y Tecnologías Habilitadoras del Gemelo Digital Educativo,O1,componente_virtual,"Motor 3D (Unity/Unreal), plataforma de simulación (Tecnomatix, NX MCD, Simcenter, Emulate3D), modelo BIM/GIS, CAD/CAE, dashboard",Digital platform is developed by Unity,"Abstract, page 1",
UDMDFTPK,Kumarasinghe et al. - 2025 - Transforming Computer Integrated Manufacturing Facility to Use as a Digital Twin Enabled Learning Fa,T2,Arquitecturas y Tecnologías Habilitadoras del Gemelo Digital Educativo,O1,protocolos_estandares_comunicacion,"TCP/IP, RS232, HTTP-GET, HTTP-POST",RS232 and TCP/IP communication protocols,"Abstract, page 1",
UDMDFTPK,Kumarasinghe et al. - 2025 - Transforming Computer Integrated Manufacturing Facility to Use as a Digital Twin Enabled Learning Fa,T2,Arquitecturas y Tecnologías Habilitadoras del Gemelo Digital Educativo,O1,grado_sincronizacion_bidireccionalidad,tiempo real,linking those signals to the digital platform to update the status of the physical systems real-time,"Section 2 Methodology, page 3",
UDMDFTPK,Kumarasinghe et al. - 2025 - Transforming Computer Integrated Manufacturing Facility to Use as a Digital Twin Enabled Learning Fa,T2,Arquitecturas y Tecnologías Habilitadoras del Gemelo Digital Educativo,O1,arquitectura_capas_modulos,NR,NR,NR,
UDMDFTPK,Kumarasinghe et al. - 2025 - Transforming Computer Integrated Manufacturing Facility to Use as a Digital Twin Enabled Learning Fa,T5,"Diseño Pedagógico y Curricular Centrado en Aprendizaje Activo, Experiencial y Basado en Proyectos",O2,modelo_pedagogico,learning factory,"Learning Factory is an environment to support a practice-based engineering curriculum with the possibility of learning the necessary tools and methods, using real life and didactical equipment","Sección 1 (Introduction), página 1",
UDMDFTPK,Kumarasinghe et al. - 2025 - Transforming Computer Integrated Manufacturing Facility to Use as a Digital Twin Enabled Learning Fa,T5,"Diseño Pedagógico y Curricular Centrado en Aprendizaje Activo, Experiencial y Basado en Proyectos",O2,nivel_educativo,Pregrado,"to train undergraduates and self-learning purposes as a learning factory for multiple education goals to teach integrated manufacturing, manufacturing systems, Industry 4.0, DT in manufacturing and to operate as a Flexible Manufacturing System (FMS) for Manufacturing & Industrial Engineering undergraduates of DMIE","Sección 2 (Methodology), página 3",
UDMDFTPK,Kumarasinghe et al. - 2025 - Transforming Computer Integrated Manufacturing Facility to Use as a Digital Twin Enabled Learning Fa,T5,"Diseño Pedagógico y Curricular Centrado en Aprendizaje Activo, Experiencial y Basado en Proyectos",O2,programa_curso_asignatura,NR,NR,NR,
UDMDFTPK,Kumarasinghe et al. - 2025 - Transforming Computer Integrated Manufacturing Facility to Use as a Digital Twin Enabled Learning Fa,T5,"Diseño Pedagógico y Curricular Centrado en Aprendizaje Activo, Experiencial y Basado en Proyectos",O2,modalidad_ensenanza,NR,NR,NR,
UDMDFTPK,Kumarasinghe et al. - 2025 - Transforming Computer Integrated Manufacturing Facility to Use as a Digital Twin Enabled Learning Fa,T5,"Diseño Pedagógico y Curricular Centrado en Aprendizaje Activo, Experiencial y Basado en Proyectos",O2,grado_participacion_estudiantil,NR,NR,NR,
UDMDFTPK,Kumarasinghe et al. - 2025 - Transforming Computer Integrated Manufacturing Facility to Use as a Digital Twin Enabled Learning Fa,T5,"Diseño Pedagógico y Curricular Centrado en Aprendizaje Activo, Experiencial y Basado en Proyectos",O2,andamiaje_y_rol_docente,NR,NR,NR,
UDMDFTPK,Kumarasinghe et al. - 2025 - Transforming Computer Integrated Manufacturing Facility to Use as a Digital Twin Enabled Learning Fa,T5,"Diseño Pedagógico y Curricular Centrado en Aprendizaje Activo, Experiencial y Basado en Proyectos",O2,duracion_intervencion,NR,NR,NR,
UDMDFTPK,Kumarasinghe et al. - 2025 - Transforming Computer Integrated Manufacturing Facility to Use as a Digital Twin Enabled Learning Fa,T7,"Valor Institucional: Sostenibilidad, Accesibilidad, Equidad e Inclusión",O4,costo_implementacion,bajo,"with very lower investment and without moving into acquire new hardware's (robot arms, conveyers, CNC teaching Units) which itself enhance the sustainability in Manufacturing engineering education.","Abstract, p. 1",
UDMDFTPK,Kumarasinghe et al. - 2025 - Transforming Computer Integrated Manufacturing Facility to Use as a Digital Twin Enabled Learning Fa,T7,"Valor Institucional: Sostenibilidad, Accesibilidad, Equidad e Inclusión",O4,modelo_licenciamiento,NR,NR,NR,
UDMDFTPK,Kumarasinghe et al. - 2025 - Transforming Computer Integrated Manufacturing Facility to Use as a Digital Twin Enabled Learning Fa,T7,"Valor Institucional: Sostenibilidad, Accesibilidad, Equidad e Inclusión",O4,indicadores_sostenibilidad_ambiental,NR,NR,NR,
UDMDFTPK,Kumarasinghe et al. - 2025 - Transforming Computer Integrated Manufacturing Facility to Use as a Digital Twin Enabled Learning Fa,T7,"Valor Institucional: Sostenibilidad, Accesibilidad, Equidad e Inclusión",O4,accesibilidad_y_equidad,acceso remoto geográfico,there is a gap when it comes to accessibility to latest technologies at the tertiary level manufacturing engineering programmes due to lack of affordability to invest on them.,"Introduction, p. 1",
UDMDFTPK,Kumarasinghe et al. - 2025 - Transforming Computer Integrated Manufacturing Facility to Use as a Digital Twin Enabled Learning Fa,T7,"Valor Institucional: Sostenibilidad, Accesibilidad, Equidad e Inclusión",O4,contexto_geografico_aplicacion,Sri Lanka (Sur Global),"University of Peradeniya, Kandy, Sri Lanka","Authors' affiliation, p. 1",
UDMDFTPK,Kumarasinghe et al. - 2025 - Transforming Computer Integrated Manufacturing Facility to Use as a Digital Twin Enabled Learning Fa,T7,"Valor Institucional: Sostenibilidad, Accesibilidad, Equidad e Inclusión",O4,continuidad_educativa_post_covid,NR,NR,NR,
UDMDFTPK,Kumarasinghe et al. - 2025 - Transforming Computer Integrated Manufacturing Facility to Use as a Digital Twin Enabled Learning Fa,T8,"Barreras, Limitaciones y Condiciones Críticas de Implementación",O4,barreras_tecnicas,NR,NR,NR,
UDMDFTPK,Kumarasinghe et al. - 2025 - Transforming Computer Integrated Manufacturing Facility to Use as a Digital Twin Enabled Learning Fa,T8,"Barreras, Limitaciones y Condiciones Críticas de Implementación",O4,barreras_institucionales_y_docentes,NR,NR,NR,
UDMDFTPK,Kumarasinghe et al. - 2025 - Transforming Computer Integrated Manufacturing Facility to Use as a Digital Twin Enabled Learning Fa,T8,"Barreras, Limitaciones y Condiciones Críticas de Implementación",O4,barreras_pedagogicas_y_curriculares,NR,NR,NR,
UDMDFTPK,Kumarasinghe et al. - 2025 - Transforming Computer Integrated Manufacturing Facility to Use as a Digital Twin Enabled Learning Fa,T8,"Barreras, Limitaciones y Condiciones Críticas de Implementación",O4,escalabilidad_y_transferibilidad_reportada,NR,NR,NR,
UDMDFTPK,Kumarasinghe et al. - 2025 - Transforming Computer Integrated Manufacturing Facility to Use as a Digital Twin Enabled Learning Fa,T8,"Barreras, Limitaciones y Condiciones Críticas de Implementación",O4,condiciones_facilitadoras_declaradas,NR,NR,NR,
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T4,Formación de Competencias para Industria 4.0/5.0 y Diversificación Disciplinar,O2,dominio_ingenieria,"manufactura, automatización, control, civil/construcción, energía, HVAC, robótica, mecatrónica, electrónica, programación","At KNUST, a course in manufacturing systems exposed students to DT simulation of machine parts... The University of Ghana piloted a module in civil and electrical engineering... ATU had a smart home automation module... KsTU was in mechatronics, where students were guided to develop IoT-sensor-augmented robotic arms... ATTC and Koforidua Technical Institute, students learned about smart electrical wiring and motor control systems",Intervention Description,
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T4,Formación de Competencias para Industria 4.0/5.0 y Diversificación Disciplinar,O2,competencias_i40_i50_desarrolladas,"IIoT, manufactura inteligente, automatización, analítica de datos, pensamiento sistémico, integración de sistemas, colaboración humano-máquina","The intervention allowed the acquisition of skills in different technical areas, including working with IoT data, real-time monitoring, and systems integration... DT+IoT also promoted systems thinking by allowing students to model and simulate complex processes before their real implementation","Discussion, Skills Development and Learning Outcomes Implications",
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T4,Formación de Competencias para Industria 4.0/5.0 y Diversificación Disciplinar,O2,alineacion_estandares_industriales,ABET,Aligning DT+IoT capabilities to existing ABET and NAB accreditation guidelines would encourage adherence to international and domestic standards of quality assurance,"Discussion, Pedagogical Implications",
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T4,Formación de Competencias para Industria 4.0/5.0 y Diversificación Disciplinar,O2,colaboracion_industria_academia,"Alianzas con empresas, co-desarrollo de currículo, prácticas profesionales","industry partnerships need to be closer, particularly with industries such as manufacturing and energy, to allow authentic project contexts to support the real-world relevance of students' learning","Recommendations, paragraph 4",
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T5,"Diseño Pedagógico y Curricular Centrado en Aprendizaje Activo, Experiencial y Basado en Proyectos",O2,modelo_pedagogico,aprendizaje experiencial,"experiential learning theory focuses on learning through doing, reflecting, and applying in a cyclical process","Literature Review, Theoretical Frameworks",
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T5,"Diseño Pedagógico y Curricular Centrado en Aprendizaje Activo, Experiencial y Basado en Proyectos",O2,nivel_educativo,mixto,158 students from six institutions,Abstract,
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T5,"Diseño Pedagógico y Curricular Centrado en Aprendizaje Activo, Experiencial y Basado en Proyectos",O2,programa_curso_asignatura,NR,NR,NR,
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T5,"Diseño Pedagógico y Curricular Centrado en Aprendizaje Activo, Experiencial y Basado en Proyectos",O2,modalidad_ensenanza,presencial,"Ongoing class observation was conducted between weeks 2-14 by research assistants trained to observe, with systematic logs monitoring patterns of participation, interaction, and technology use in lab sessions.",Sección 'Qualitative instruments',
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T5,"Diseño Pedagógico y Curricular Centrado en Aprendizaje Activo, Experiencial y Basado en Proyectos",O2,grado_participacion_estudiantil,proyecto completo de ciclo de vida,"The implementation phase (weeks 9-12) included teams deploying IoT sensors, reading live data, transferring data to cloud environments, and reloading their DT models in an iteration cycle",Intervention Description,
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T5,"Diseño Pedagógico y Curricular Centrado en Aprendizaje Activo, Experiencial y Basado en Proyectos",O2,andamiaje_y_rol_docente,facilitador/supervisor,Faculty ensured progress of the project through standardized rubrics,Intervention Description,
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T5,"Diseño Pedagógico y Curricular Centrado en Aprendizaje Activo, Experiencial y Basado en Proyectos",O2,duracion_intervencion,16 semanas,Data collection was over 16 weeks across the academic semester (February-June 2024),Sección 'Data Collection Instruments',
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T6,"Evidencia Empírica de Resultados de Aprendizaje, Aceptación y Engagement Estudiantil",O3,diseno_investigacion,mixed-methods quasi-experimental,The research utilized a mixed-methods quasiexperimental approach to assess the adoption of DT and IoT technologies into engineering education in Ghana.,"METHODOLOGY, párrafo 1",
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T6,"Evidencia Empírica de Resultados de Aprendizaje, Aceptación y Engagement Estudiantil",O3,tamano_muestral_y_perfil,"N total = 200 estudiantes (140 intervencion, 60 control), consistente con la tabla de resultados y los grados de libertad t(139)/t(59)/t(198); NOTA: el texto de METHODOLOGY del articulo dice 140 (70+70) - inconsistencia interna del propio paper; ademas 12 docentes y 6 profesionales de industria; estudiantes de segundo/tercer anio de ingenieria de KNUST, Universidad de Ghana, ATU, KsTU, TVET colleges","The final sample included 140 students (70 from the intervention and 70 from the control group), 12 teaching faculty members directly engaged in laboratory instruction, and 6 industry professionals.","METHODOLOGY, párrafos 5-7 [corregido 2026-06-12 contra la tabla de resultados del paper]",
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T6,"Evidencia Empírica de Resultados de Aprendizaje, Aceptación y Engagement Estudiantil",O3,comparador_o_condicion_control,grupo control (sin intervención DT+IoT),"students with exposure to DT+IoT experienced substantial technical knowledge acquisition, practical skills, participation, and motivation related to control groups",Abstract,
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T6,"Evidencia Empírica de Resultados de Aprendizaje, Aceptación y Engagement Estudiantil",O3,instrumentos_evaluacion,"Pre-/post-tests de conocimiento, rúbricas de desempeño (basadas en Kolb), encuestas de motivación/engagement/autoeficacia, entrevistas semi-estructuradas, grupos focales, observación de clase, analíticas de aprendizaje (logs de plataforma DT/IoT: tiempo en tarea, tasas de error, frecuencia de interacción, finalización de hitos).","Data collection was over 16 weeks across the academic semester (February-June 2024) through a combination of quantitative, qualitative, and digital trace instruments measured at greater than one time point during the intervention.","Data Collection Instruments, párrafo 1",
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T6,"Evidencia Empírica de Resultados de Aprendizaje, Aceptación y Engagement Estudiantil",O3,resultados_cognitivos,"Intervention group: pre-test M=56.3, SD=12.4; post-test M=74.8, SD=11.6; mean gain +18.5; Control group: pre-test M=55.9, SD=11.8; post-test M=60.2, SD=12.3; mean gain +4.3; between-groups Δ=14.2",Intervention (n = 140): Pre-test (M ± SD) = 56.3 ± 12.4; Post-test (M ± SD) = 74.8 ± 11.6; Mean gain = +18.5; Control (n = 60): Pre-test (M ± SD) = 55.9 ± 11.8; Post-test (M ± SD) = 60.2 ± 12.3; Mean gain = +4.3; Between-groups comparison: Δ = 14.2,Table 2,
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T6,"Evidencia Empírica de Resultados de Aprendizaje, Aceptación y Engagement Estudiantil",O3,resultados_procedimentales,Intervention group outperformed control in hands-on skills; sensor integration error rates decreased from 27% week 3 to 11% week 14; cloud synchronization success rates increased from 68% to 92%,rubric tests of hands-on skills that reported intervention group students surpassed control group students by significant margins for all project-based activities; Sensor integration error rates decreased from 27% week 3 to 11% week 14; Success rates of cloud synchronization increased from 68% to 92% after troubleshooting workshops,Quantitative Outcomes; Learning analytics summary,
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T6,"Evidencia Empírica de Resultados de Aprendizaje, Aceptación y Engagement Estudiantil",O3,resultados_afectivos_y_engagement,"Correlación positiva entre motivación y rendimiento (r = .46, p < .01); engagement predice rendimiento post-test (regresión múltiple); autoeficacia medida; alta motivación reportada pero con engagement esporádico en el 21% de participantes.","Pearson correlation tests and comparisons of motivation scores and performance results obtained (r = .46, p < .01), and multiple regression tests compared predictive validity of engagement with post-test performance while controlling baseline knowledge as a covariate.","Quantitative Analysis, párrafos 5-6",
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T6,"Evidencia Empírica de Resultados de Aprendizaje, Aceptación y Engagement Estudiantil",O3,significancia_estadistica_y_tamano_efecto,"Pre-post intervention: t(139)=14.72, p<.001; Control: t(59)=1.88, p=.065; Between-groups: t(198)=8.94, p<.001; Cohen's d=0.91 (large effect size); Error rate reduction: t=6.42, p=.001; Cloud sync improvement: t=5.87, p<.001","t (139)= 14.72, p < .001; t (59) = 1.88, p = .065; t (198) = 8.94, p < .001; Cohen's d = 0.91; t = 6.42, p =.001; t = 5.87, p < .001",Table 2; Learning analytics summary,
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T6,"Evidencia Empírica de Resultados de Aprendizaje, Aceptación y Engagement Estudiantil",O3,amenazas_validez_y_calidad_evidencia,"Ausencia de aleatorización (asignación por cuasi-experimento debido a restricciones de horario), tamaño muestral pequeño (140 estudiantes), posible sesgo de selección, corto plazo (16 semanas), ausencia de medición de retención/transferencia a largo plazo, madurez del prototipo no mencionada explícitamente.","Because of institutional scheduling constraints and the use of whole classes, students were not randomly assigned to groups.","METHODOLOGY, párrafo 2",
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T7,"Valor Institucional: Sostenibilidad, Accesibilidad, Equidad e Inclusión",O4,costo_implementacion,NR,NR,NR,
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T7,"Valor Institucional: Sostenibilidad, Accesibilidad, Equidad e Inclusión",O4,modelo_licenciamiento,NR,NR,NR,
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T7,"Valor Institucional: Sostenibilidad, Accesibilidad, Equidad e Inclusión",O4,indicadores_sostenibilidad_ambiental,NR,NR,NR,
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T7,"Valor Institucional: Sostenibilidad, Accesibilidad, Equidad e Inclusión",O4,accesibilidad_y_equidad,acceso remoto geográfico; inclusión de estudiantes con discapacidad; contextos de bajos recursos,"IoT-based engineering laboratories have been established to help reduce equipment shortages and increase access to practical experimentation, especially in institutions with limited resources","Introduction, párrafo 5",
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T7,"Valor Institucional: Sostenibilidad, Accesibilidad, Equidad e Inclusión",O4,contexto_geografico_aplicacion,Ghana; relevancia para Sur Global y regiones en desarrollo,This study examines the use of digital twin (DT) and Internet of things (IoT) technologies in Ghanaian engineering education,"Abstract, párrafo 1",
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T7,"Valor Institucional: Sostenibilidad, Accesibilidad, Equidad e Inclusión",O4,continuidad_educativa_post_covid,NR,NR,NR,
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T8,"Barreras, Limitaciones y Condiciones Críticas de Implementación",O4,barreras_tecnicas,"Fidelidad insuficiente del modelo, interoperabilidad limitada, latencia, jitter, escalabilidad, complejidad de sincronización, vulnerabilidades de ciberseguridad","These are the complexity of the technical aspects of system installation, the requirement to maintain technological assistance, lack of familiarity with higher-level digital platforms, and higher time on instructional preparation. Other obstacles like unreliable electrical power, inadequate internet connectivity and unequal digital literacy among the students are another hindrance in successful implementation in low-resource settings.","Sección: Literature Review, subsección: Models of teaching and learning",
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T8,"Barreras, Limitaciones y Condiciones Críticas de Implementación",O4,barreras_institucionales_y_docentes,"Necesidad de capacitación docente, resistencia al cambio curricular, falta de gobernanza, ausencia de alineación industria-academia, infraestructura institucional limitada","Infrastructure, faculty capabilities, and curricular misalignment-based obstacles (identified through thematic analysis).",Abstract,
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T8,"Barreras, Limitaciones y Condiciones Críticas de Implementación",O4,barreras_pedagogicas_y_curriculares,"Brecha de transferencia virtual-físico, validez ecológica limitada, descontextualización del aprendizaje, mala alineación competencias-actividades-evaluación","Traditional pedagogies, too constricted to encompass anything other than lectures and rigid laboratory exercises, fail to provide sufficient space for experiential learning, remote laboratories, and interdisciplinary working.",Introduction,
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T8,"Barreras, Limitaciones y Condiciones Críticas de Implementación",O4,escalabilidad_y_transferibilidad_reportada,potentially might be replicable in similar contexts across sub-Saharan Africa and globally,offering lessons that potentially might be replicable in similar contexts across sub-Saharan Africa and globally,"Conclusion, paragraph 2",
LQ8B3L7G,Kwateng y Leong - 2026 - Enhancing engineering learning through digital twin and IoT applications Student engagement and ind,T8,"Barreras, Limitaciones y Condiciones Críticas de Implementación",O4,condiciones_facilitadoras_declaradas,"investment in infrastructure, faculty development, curricular alignment, industry partnerships, sustainable financing models, policy integration",investment in infrastructure is the key. A stable internet connection and a reliable power supply must be accorded with very high priority,"Recommendations, paragraphs 1-6",
ZWFNABKK,Li - 2025 - Exploration of An Intelligent Teaching System for the Post-Lithium Battery Course Empowered by AI,T3,"Convergencia de Inteligencia Artificial, Analítica de Datos y Gemelos Digitales",O1,tipo_ia_integrada,"Machine learning, grafos de conocimiento, IA generativa (LLM/GAN)","AI technologies—including machine learning, knowledge graphs, and virtual simulation","Sección 2, párrafo 3",
ZWFNABKK,Li - 2025 - Exploration of An Intelligent Teaching System for the Post-Lithium Battery Course Empowered by AI,T3,"Convergencia de Inteligencia Artificial, Analítica de Datos y Gemelos Digitales",O1,funcion_de_la_ia,"Predicción, diagnóstico, mantenimiento predictivo, retroalimentación automatizada al estudiante, personalización adaptativa, generación de contenido, validación de tareas, corrección automática","The system integrates dynamic knowledge graphs and adaptive learning engines to achieve personalized knowledge delivery, utilizes virtual simulation and digital twins to overcome practical training limitations, and employs a data-driven approach to establish a process-centered teaching-evaluation-feedback loop.","Abstract, párrafo 1",
ZWFNABKK,Li - 2025 - Exploration of An Intelligent Teaching System for the Post-Lithium Battery Course Empowered by AI,T3,"Convergencia de Inteligencia Artificial, Analítica de Datos y Gemelos Digitales",O1,datos_entrenamiento_o_inferencia,NR,NR,NR,
ZWFNABKK,Li - 2025 - Exploration of An Intelligent Teaching System for the Post-Lithium Battery Course Empowered by AI,T3,"Convergencia de Inteligencia Artificial, Analítica de Datos y Gemelos Digitales",O1,metricas_desempeno_ia,NR,NR,NR,
ZWFNABKK,Li - 2025 - Exploration of An Intelligent Teaching System for the Post-Lithium Battery Course Empowered by AI,T4,Formación de Competencias para Industria 4.0/5.0 y Diversificación Disciplinar,O2,dominio_ingenieria,química,"School of Materials and Chemistry, University of Shanghai for Science and Technology",Encabezado del artículo (página 0),
ZWFNABKK,Li - 2025 - Exploration of An Intelligent Teaching System for the Post-Lithium Battery Course Empowered by AI,T4,Formación de Competencias para Industria 4.0/5.0 y Diversificación Disciplinar,O2,competencias_i40_i50_desarrolladas,"IA/ML, analítica de datos, pensamiento sistémico, integración de sistemas, sostenibilidad, colaboración humano-máquina (I5.0)","AI technologies—including machine learning, knowledge graphs, and virtual simulation—can create dynamic, interactive teaching environments... The system significantly enhances students' knowledge integration, engineering thinking, and problem-solving capabilities",Sección 2 (página 1) y Abstract (página 0),
ZWFNABKK,Li - 2025 - Exploration of An Intelligent Teaching System for the Post-Lithium Battery Course Empowered by AI,T4,Formación de Competencias para Industria 4.0/5.0 y Diversificación Disciplinar,O2,alineacion_estandares_industriales,NR,NR,NR,
ZWFNABKK,Li - 2025 - Exploration of An Intelligent Teaching System for the Post-Lithium Battery Course Empowered by AI,T4,Formación de Competencias para Industria 4.0/5.0 y Diversificación Disciplinar,O2,colaboracion_industria_academia,NR,NR,NR,
ZWFNABKK,Li - 2025 - Exploration of An Intelligent Teaching System for the Post-Lithium Battery Course Empowered by AI,T5,"Diseño Pedagógico y Curricular Centrado en Aprendizaje Activo, Experiencial y Basado en Proyectos",O2,modelo_pedagogico,aprendizaje activo,"The system integrates dynamic knowledge graphs and adaptive learning engines to achieve personalized knowledge delivery, utilizes virtual simulation and digital twins to overcome practical training limitations, and employs a data-driven approach to establish a process-centered teaching-evaluation-feedback loop.",Abstract,
ZWFNABKK,Li - 2025 - Exploration of An Intelligent Teaching System for the Post-Lithium Battery Course Empowered by AI,T5,"Diseño Pedagógico y Curricular Centrado en Aprendizaje Activo, Experiencial y Basado en Proyectos",O2,nivel_educativo,Pregrado,"The course was designed for a diverse student body, with no restrictions on major or academic year.",Section 5.1,
ZWFNABKK,Li - 2025 - Exploration of An Intelligent Teaching System for the Post-Lithium Battery Course Empowered by AI,T5,"Diseño Pedagógico y Curricular Centrado en Aprendizaje Activo, Experiencial y Basado en Proyectos",O2,programa_curso_asignatura,Post-Lithium Battery Materials and Technology,This study implemented the AI-empowered teaching system in the general course 'Post-Lithium Battery Materials and Technology' over one semester.,Section 5.1,
ZWFNABKK,Li - 2025 - Exploration of An Intelligent Teaching System for the Post-Lithium Battery Course Empowered by AI,T5,"Diseño Pedagógico y Curricular Centrado en Aprendizaje Activo, Experiencial y Basado en Proyectos",O2,modalidad_ensenanza,blended,"The instructional design followed a flipped classroom model, where students first acquired foundational knowledge autonomously through the AI system, freeing up classroom time for interactive discussions...",Section 5.1,
ZWFNABKK,Li - 2025 - Exploration of An Intelligent Teaching System for the Post-Lithium Battery Course Empowered by AI,T5,"Diseño Pedagógico y Curricular Centrado en Aprendizaje Activo, Experiencial y Basado en Proyectos",O2,grado_participacion_estudiantil,experimentación activa,"Students operate virtual equipment immersively while observing inter-process connections, autonomously adjusting key parameters like slurry solid content, coating speed, and compaction density.",Section 4.2,
ZWFNABKK,Li - 2025 - Exploration of An Intelligent Teaching System for the Post-Lithium Battery Course Empowered by AI,T5,"Diseño Pedagógico y Curricular Centrado en Aprendizaje Activo, Experiencial y Basado en Proyectos",O2,andamiaje_y_rol_docente,facilitador,"The instructional design followed a flipped classroom model, where students first acquired foundational knowledge autonomously through the AI system, freeing up classroom time for interactive discussions, deep dives into complex phenomena like voltage hysteresis, and collaborative problem-solving sessions focused on the AI-generated project challenges, thereby maximizing the value of face-to-face interaction.",Section 5.1,
ZWFNABKK,Li - 2025 - Exploration of An Intelligent Teaching System for the Post-Lithium Battery Course Empowered by AI,T5,"Diseño Pedagógico y Curricular Centrado en Aprendizaje Activo, Experiencial y Basado en Proyectos",O2,duracion_intervencion,32 credit hours,"Over 32 credit hours, the experimental group utilized the dynamic knowledge graph for autonomous learning of core concepts such as cathode material crystal structures and lithium-ion migration mechanisms.",Section 5.1,
ZWFNABKK,Li - 2025 - Exploration of An Intelligent Teaching System for the Post-Lithium Battery Course Empowered by AI,T6,"Evidencia Empírica de Resultados de Aprendizaje, Aceptación y Engagement Estudiantil",O3,diseno_investigacion,estudio de caso,This study implemented the AI-empowered teaching system in the general course 'Post-Lithium Battery Materials and Technology' over one semester.,"Sección 5.1, página 5",
ZWFNABKK,Li - 2025 - Exploration of An Intelligent Teaching System for the Post-Lithium Battery Course Empowered by AI,T6,"Evidencia Empírica de Resultados de Aprendizaje, Aceptación y Engagement Estudiantil",O3,tamano_muestral_y_perfil,"N total: 95; experimental group: NR; control group: NR; perfil: estudiantes diversos, sin restricción de especialidad o año académico",The case study involved 95 students divided into an experimental group using the intelligent system and a control group following traditional teaching methods.,"Sección 5.1, página 5",
ZWFNABKK,Li - 2025 - Exploration of An Intelligent Teaching System for the Post-Lithium Battery Course Empowered by AI,T6,"Evidencia Empírica de Resultados de Aprendizaje, Aceptación y Engagement Estudiantil",O3,comparador_o_condicion_control,Clase tradicional,The case study involved 95 students divided into an experimental group using the intelligent system and a control group following traditional teaching methods.,"Sección 5.1, página 5",
